# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 18:42:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by tfopwg_disp asc
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
#
toi,tid,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
5576.01,137543637,FP,136.2214290,79.3551040,24.3100000,-27.6100000,2459605.6778960,1.2833113,1.3530000,4450.0000000,9.3950600,3343.4600000,2118.0000000,12.5740000,974.6190000,8055.0000000,4.4900000,1.3200000
5640.01,373729723,FP,193.4069780,24.3732630,-42.2310000,8.7870000,2459645.7584770,13.0518467,3.3330000,39070.0000000,17.0183000,25.6310000,626.0000000,12.0633000,257.5670000,5268.9000000,4.5500000,0.8300000
5648.01,23863106,FP,211.0095960,38.6202450,-44.6460000,14.5350000,2459685.7537890,3.3078803,1.5080000,32920.0000000,9.7450400,19.3914000,584.0000000,13.8994000,163.2360000,3571.0000000,4.7300000,0.5100000
566.01,1133072,FP,131.0861450,-28.0767700,48.6910000,-45.7430000,2458517.5315920,0.8465420,2.4088370,2524.5676630,1.6424140,85.2240732,774.9261587,12.6250000,83.5896000,3380.0000000,4.9252100,0.3250000
5742.01,258557847,FP,278.1915840,18.1461750,-0.2940000,-11.6450000,2459765.5792930,3.9658240,2.9110000,680.0000000,7.0341300,624.0310000,1392.0000000,10.0420000,438.1370000,6199.0000000,3.6200000,2.8000000
5746.01,318209162,FP,142.3782440,50.9638020,-67.7600000,-196.4250000,2458891.8620670,711.7642825,3.4176443,20978.1367866,12.6338972,2.4542117,319.2256315,10.5295000,85.5353000,4661.5600000,4.5775100,0.7326480
575.01,386435344,FP,127.9953100,-16.8851210,12.8900000,-46.8630000,2459977.6588630,19.3721051,3.0859149,3219.5594645,17.4598301,233.1335405,996.6001297,8.7772800,181.9870000,6529.0000000,4.0031400,1.8818600
5784.01,302814895,FP,293.3308250,29.2998050,-11.7510000,-24.8460000,2459795.9021100,8.6800186,2.4100000,870.0000000,5.5957200,106.5760000,895.0000000,9.9601700,309.3860000,6521.0000000,4.0200000,1.8600000
5787.01,446616059,FP,290.8053200,11.9791340,3.8740000,-66.1200000,2459791.4148070,3.0964979,4.7210000,508.0000000,2.9120200,2916.7300000,2047.0000000,9.7701700,174.9790000,6030.0000000,4.2500000,1.3100000
5804.01,303055194,FP,330.6711880,11.9910290,14.2110000,-18.0940000,2459822.9076140,1.7615631,1.1710000,1050.0000000,6.6905800,636.4820000,1399.0000000,9.7809500,263.6080000,6270.7000000,3.9400000,1.9500000
582.01,287474726,FP,127.1280620,-28.3592540,-7.0790000,2.8630000,2459230.0514230,3.7442007,3.5004762,803.2627817,18.1173790,38392.1562998,3570.0999570,9.3994000,900.6510000,9988.0000000,3.5900000,4.2382200
584.01,74482749,FP,137.5183510,-43.9249570,-12.9290000,5.3730000,2459281.7647530,1.2602151,1.7829162,3711.7152579,28.2499512,60333.0433838,3997.2246581,9.1103000,436.4310000,9255.0000000,3.8800000,2.9098899
5855.01,41422753,FP,294.0081420,32.2146060,31.5700000,10.1790000,2459792.2101910,2.4710528,3.0330000,5420.0000000,12.1002000,5313.3000000,2378.0000000,12.3924000,438.7540000,6114.0000000,4.5200000,0.9700000
586.01,131979339,FP,118.9136610,-37.8577130,3.0330000,-2.6670000,2459986.4762630,22.6384642,4.9880000,4982.0000000,28.0326000,636.0990000,1399.0000000,8.2268000,253.0200000,9511.0000000,4.0500000,2.4200000
5866.01,341297143,FP,311.3062290,12.1676090,9.0330000,-2.1390000,2459813.9076290,3.8421028,1.1840000,8920.0000000,13.2581000,120.5490000,923.0000000,11.1838000,356.4060000,6247.0000000,4.2800000,1.3200000
5876.01,106114491,FP,301.0806720,32.5016200,3.7520000,13.3280000,2459813.8600540,9.7216312,3.2720000,1830.0000000,7.2836200,176.1560000,1014.0000000,10.6372000,387.9260000,6702.0000000,4.1300000,1.7000000
5887.01,277987172,FP,302.7617520,19.7067490,-7.4440000,-9.4120000,2459824.0521870,6.3989216,2.7810000,3830.0000000,10.6347000,280.3770000,1139.0000000,12.4276000,726.8100000,6243.0000000,4.1200000,1.5900000
589.01,412961700,FP,127.2226180,-20.9504610,-0.6020000,-15.1520000,2459230.3464920,2.5183846,2.1596206,616.0227482,21.1354407,30104.8834446,3359.5335853,6.7250000,390.3930000,10817.0000000,,5.7888398
5892.01,375199523,FP,309.3432580,6.1528480,7.2650000,-1.6000000,2459822.0645340,1.9447712,1.3450000,2880.0000000,13.5597000,425.1740000,1265.0000000,11.6866000,593.0470000,5369.0000000,3.6800000,2.3200000
5899.01,126171392,FP,315.2528990,29.7022790,-12.4190000,-15.7700000,2459823.0813260,0.7835688,1.0950000,7440.0000000,11.8563000,1710.7900000,1791.0000000,12.9350000,675.8950000,5932.0000000,4.2600000,1.2800000
590.01,270841724,FP,132.0687170,-47.1147570,,,2458522.0235900,18.9037200,9.0670000,24270.0000000,,,,10.4410000,,,,
5908.01,452483795,FP,303.8938500,24.5211570,0.4900000,-9.9830000,2459823.0848900,2.4515393,3.0050000,7520.0000000,11.6029000,3082.8500000,2075.0000000,13.0008000,841.2960000,7143.0000000,4.4000000,1.3200000
591.01,146261607,FP,123.5818990,-34.8193220,-5.8710000,4.7950000,2459262.0457540,8.4915117,6.0350000,40640.0000000,87.0155000,2278.8300000,1924.0000000,10.1749000,1219.0800000,9365.0000000,4.0800000,4.1800000
5910.01,273774284,FP,297.9824410,42.7545290,2.1770000,-1.4180000,2459821.9230320,17.2182695,7.8880000,4810.0000000,8.6424700,236.1250000,1092.0000000,13.4177000,932.3090000,6330.0000000,4.3100000,1.2900000
592.01,196286587,FP,125.5571660,-25.0694700,4.8360000,-7.1650000,2459974.9373440,10.4137962,3.4820000,1948.0000000,8.3814000,131.0580000,942.0000000,10.1985000,358.4410000,6439.3000000,4.1200000,1.9700000
593.01,128463355,FP,118.0595840,-29.7140720,2.8010000,-9.7290000,2458493.0850900,13.9086000,2.9870000,4760.0000000,37.5946000,,,10.1078000,382.8980000,6333.0000000,3.8100000,2.2900000
5940.01,296898634,FP,312.0751780,47.9306430,-8.3210000,7.3970000,2459849.3262670,2.8534013,5.1760000,15830.0000000,11.4232000,961.0870000,1551.0000000,14.1736000,196.4400000,3662.0000000,4.7200000,0.5200000
5942.01,166190643,FP,317.5410240,38.2395590,-5.9060000,-5.9050000,2459822.9839500,1.6540803,2.0080000,3460.0000000,15.2145000,2118.2300000,1889.0000000,11.7528000,799.1230000,6453.0000000,3.7600000,2.5100000
595.01,287329267,FP,109.7835420,-59.3020420,-4.8400000,7.5830000,2458331.9473300,7.6434800,2.7720000,560.0000000,6.8217100,170.8040000,1007.0000000,9.9959000,432.6420000,6258.1000000,3.5900000,2.9400000
596.01,144956678,FP,122.0686350,-35.5594330,-1.8630000,13.1330000,2459228.9471010,1.5136003,2.4400695,745.1393405,8.3090193,14144.8668844,2781.4385255,9.9071000,388.6820000,6017.0000000,3.5500000,2.9332800
5962.01,239541449,FP,341.7697620,29.8519940,456.9030000,-57.7250000,2459826.8177940,1.9261183,1.0688420,3853.8831363,4.8624405,395.0450985,1137.0548605,10.9417000,127.2900000,5383.1300000,4.7447000,0.6789840
597.01,146208651,FP,133.4579630,-48.8126800,41.8290000,-20.2170000,2458519.2234300,6.5224000,2.6300000,844.5740000,8.4681700,71.5773000,810.0000000,9.7960000,253.6190000,4951.7000000,3.5500000,2.6500000
5976.01,348054109,FP,281.6769030,21.8283210,97.4300000,-49.4700000,2459010.5121860,0.4378024,1.5315811,1462.5517623,1.4551234,211.8109673,972.9866029,12.0575000,,3256.0000000,4.8587400,0.3657170
598.01,81429971,FP,123.1782160,-42.9350100,1.0840000,-0.7400000,2459231.2947000,3.0426920,4.9822845,1640.2983771,6.1586417,14343.8465405,2791.1691551,10.1356000,869.5550000,8000.0000000,,1.0000000
599.01,145982812,FP,133.1452040,-50.0087980,-9.3100000,8.3280000,2458518.4693000,0.8296700,1.7550000,4744.5500000,20.1053000,65023.4000000,4448.0000000,10.4708000,618.6020000,6991.1000000,3.8300000,2.6500000
600.01,134396419,FP,122.2729330,-37.0618600,-3.0670000,4.0520000,2458491.9209400,4.3653900,2.4270000,1470.0000000,,2596.3100000,1988.0000000,10.2681000,829.7260000,9156.5000000,,
6023.01,341444900,FP,325.2286450,55.0667500,0.1970000,-7.9280000,2459877.8773250,9.0329611,5.9060000,160.0000000,6.8683400,1057.6800000,1588.0000000,8.6290000,475.3450000,7527.0000000,,5.6400000
6024.01,56231866,FP,356.0383870,26.4256700,-7.3840000,-7.7410000,2459881.5005000,2.7238937,1.6680000,400.0000000,11.8283000,152.5780000,979.0000000,9.3185000,365.8450000,4758.0000000,,5.5300000
6037.01,352924930,FP,21.8054550,67.9668550,13.2070000,-4.3690000,2459902.3261740,4.0158199,6.3900000,330.0000000,5.2007600,17781.5000000,3217.0000000,10.3755000,480.7720000,6950.0000000,3.7800000,2.6400000
6039.01,272050287,FP,355.4337630,63.0188440,14.9890000,2.3220000,2459908.5754110,8.5036140,1.2030000,1590.0000000,10.2441000,33.4398000,669.0000000,10.2440000,425.4670000,6255.0000000,3.8800000,2.3100000
604.01,145027461,FP,122.2574660,-30.7879390,-4.5940000,2.8580000,2458492.7265500,1.0724200,1.9960000,632.1890000,22.0397000,1909.7800000,1841.0000000,10.4029000,1006.5400000,5001.6000000,,7.9700000
606.01,122262940,FP,133.2386130,-57.9406230,-19.2740000,-1.7040000,2460010.4828670,2.0034063,2.6610000,3372.0000000,30.4003000,15162.9000000,3091.0000000,10.2688000,431.8610000,6514.0000000,4.0300000,2.2700000
607.01,153651591,FP,121.0092640,-26.1656760,-4.3690000,6.2600000,2459230.7692160,2.1456324,2.1680096,1438.6746953,11.0288578,28811.4006979,3322.8508101,10.5259000,921.9170000,9389.0000000,3.9200000,2.8016500
6084.01,294283951,FP,301.7525010,50.3480300,2.0830000,3.8560000,2459422.1417270,4.3724063,1.4148388,1642.1950326,10.7278887,2515.0175544,1806.1549461,11.7056000,819.9490000,8096.0000000,4.2830700,1.6777700
6092.01,339591840,FP,284.0226580,14.1220200,-26.9520000,-49.8610000,2459746.2505840,,4.6672536,12855.6961211,5.1306856,0.6749290,231.1714878,12.9805000,76.6119000,3476.0000000,4.8184600,0.4089560
6094.01,35883621,FP,117.6711040,-6.4949440,2.8950000,-8.1730000,2459984.0083220,3.0519843,2.8680000,892.0000000,12.1856000,10790.5000000,2839.0000000,9.6560900,310.5590000,6251.1000000,3.7900000,2.3300000
6096.01,262781201,FP,141.4035490,3.6619360,-25.8910000,2.7170000,2460283.5521400,1.3154261,2.1210000,285.0000000,2.4235400,11290.9000000,2871.0000000,9.3456700,181.9400000,6613.8000000,4.2800000,1.4200000
610.01,80275202,FP,121.5262190,-44.3750850,-5.6070000,7.3890000,2459983.3172580,3.6649528,3.2450000,3865.0000000,16.4945000,13611.8000000,3009.0000000,10.4989000,437.9690000,7889.0000000,4.5300000,1.6100000
614.01,118021229,FP,128.4750940,-20.9406460,-50.7810000,-7.6470000,2458518.2814000,0.8850100,1.6220000,820.2790000,6.7700700,2010.8500000,1865.0000000,9.9473310,255.9010000,5362.0000000,3.7500000,2.1500000
6152.01,117068362,FP,319.2672990,33.1380410,0.7790000,0.6740000,2459849.0273620,4.2005957,2.5870000,4448.0000000,11.3204000,1013.2400000,1571.0000000,12.1566000,950.2890000,7803.0000000,4.2600000,1.6700000
6157.01,86005116,FP,327.0435470,23.1123590,-13.0510000,-27.7050000,2459852.5479450,0.4916402,0.4530000,29113.0000000,11.7778000,109.8340000,901.0000000,14.9131000,221.0340000,3522.0000000,4.7700000,0.4600000
617.01,141227133,FP,129.3153690,-47.3834900,-2.5350000,3.3380000,2458518.7000400,2.4223200,2.8730000,5696.5200000,,197.8580000,1044.0000000,10.2510000,6149.7600000,2838.0000000,,
6186.01,345333936,FP,355.7809870,56.8100460,-5.7350000,-0.8230000,2459880.9537250,1.4252334,1.6730000,6901.0000000,10.7664000,1265.8800000,1661.0000000,12.4033000,543.4540000,6033.0000000,4.2300000,1.3500000
619.01,267527924,FP,114.0507320,-48.0634870,-1.2000000,5.2000000,2460011.6048200,1.8080364,2.8920000,1264.0000000,,12760.9000000,2960.0000000,10.1853000,,5354.5000000,,
6207.01,432422552,FP,355.5400750,31.7933150,49.4410000,-1.6190000,2459881.3323990,9.7712443,3.9560000,34227.0000000,15.2558000,104.7820000,891.0000000,12.1134000,243.5930000,5294.0000000,4.6100000,0.7900000
623.01,101395259,FP,148.7202930,-23.3321180,-20.1190000,7.5420000,2460008.5803790,7.5746750,2.7290000,6725.0000000,13.3524000,327.9000000,1185.0000000,10.1913000,275.3770000,6422.0000000,4.2060800,1.4900000
6242.01,437740083,FP,2.9503710,27.4428150,23.2920000,14.0090000,2459879.4644650,5.6020298,1.8930000,6146.0000000,11.3612000,89.7874000,857.0000000,11.0999000,328.6250000,5750.6000000,4.1400000,1.4400000
627.01,365781372,FP,81.9235800,7.9185250,-2.3620000,-7.5890000,2458469.2240800,1.1388900,2.1540000,5368.1900000,22.4869000,16504.7000000,3157.0000000,10.0267000,629.8340000,7852.8000000,4.0800000,2.7900000
6279.01,449951606,FP,168.2128650,-58.9424320,-8.3140000,2.7370000,2460032.9302620,5.1681189,3.7360000,1759.0000000,13.3663000,1947.8700000,1850.0000000,10.3879000,860.3790000,8254.0000000,3.6700000,3.4400000
6286.01,354285962,FP,346.4412500,72.4105540,-8.4260000,-1.2190000,2459907.5954040,5.6289226,9.2720000,1850.0000000,8.9310200,4560.1800000,2289.0000000,12.4721000,1111.4700000,6683.0000000,3.7200000,2.7200000
6298.01,285233023,FP,12.4710550,60.9460380,-5.3790000,-7.5930000,2459904.8574300,2.8577028,2.2640000,2695.0000000,7.7872400,771.6700000,1468.0000000,12.4487000,594.8390000,6240.0000000,4.2000000,1.4500000
631.01,97158538,FP,105.9454720,-30.7263570,-12.9780000,22.8180000,2459229.7084390,2.5950747,0.7921274,665.2502774,5.9382555,5582.8100399,2204.6160370,8.7833410,233.6970000,6852.0000000,3.9100000,2.2420100
632.01,349790953,FP,113.4547730,-61.2924530,-2.4170000,6.7780000,2459387.5795730,1.5521101,2.6990000,5430.0000000,208.4890000,5297.5500000,2376.0000000,10.3357000,1278.4100000,4997.1000000,2.3600000,12.2300000
633.01,348755723,FP,134.0880880,-12.9348710,30.2430000,2.4880000,2458517.8098020,4.5036450,1.9732920,12525.7252370,11.1970340,35.7949977,623.8430401,13.9036000,116.4960000,3267.0000000,4.4380000,1.0000000
6343.01,256349966,FP,322.7174040,68.4952930,-4.8440000,-4.9310000,2459906.0036730,14.5877856,3.5170000,3374.0000000,10.1617000,82.7417000,840.0000000,12.0913000,655.7070000,6544.0000000,4.1300000,1.6600000
636.01,146463781,FP,123.8854130,-31.5565210,-28.8480000,69.0890000,2458517.4768160,0.4179210,1.8439470,41644.8931120,5.6572270,159.3798634,906.2084598,14.7034000,158.6700000,3278.0000000,4.9780600,0.2750000
6377.01,187532854,FP,77.8693020,37.9232260,14.7370000,-10.0080000,2459934.8744000,1.6513066,0.8200000,1751.0000000,9.5497900,231.3660000,1086.0000000,12.2059000,536.0170000,5887.6000000,4.1300000,1.4700000
639.01,82362447,FP,124.2501330,-47.6519540,96.7580000,-102.3950000,2458517.5606770,2.8198170,6.6112780,183631.0336420,22.7557300,31.8484580,605.8873038,15.2474000,160.8400000,3601.0000000,4.8188700,0.4410000
6396.01,73244652,FP,122.5194010,63.8262370,-0.6490000,-3.4650000,2459600.0626510,8.2100724,1.3700000,4190.0000000,15.5396000,105.7930000,893.0000000,11.8431000,720.4840000,6427.0000000,3.9700000,1.9600000
6398.01,353586703,FP,96.5182940,39.7945750,-2.8660000,0.4840000,2459961.5992040,3.0043128,0.7140000,6000.0000000,12.1874000,61.8402000,781.0000000,12.1953000,502.1700000,6405.0000000,4.4100000,1.1700000
643.01,432008938,FP,120.6939300,-23.6967270,100.6190000,-195.0520000,2458522.3493210,9.6534560,4.0093700,43088.5649000,7.2819730,3.1265702,339.1460758,13.7006000,87.7731000,3359.0000000,4.9345700,0.3150000
644.01,63303499,FP,104.9226830,-24.8838770,-11.5290000,27.9570000,2459202.2959870,1.9271328,4.5530077,585.8978628,2.3659000,1087.6116431,1464.6646895,10.1940000,203.5320000,5952.0000000,,1.2500000
645.01,157568289,FP,106.7674340,-36.7707990,0.9340000,8.2740000,2458468.7367900,1.8405100,4.6420000,2577.8200000,13.9166000,4390.2100000,2267.0000000,10.4091000,414.5220000,5710.5000000,3.6000000,2.4900000
646.01,238197709,FP,57.2658050,-72.9472990,19.5390000,25.3930000,2459184.7592710,13.7252522,3.1694157,4945.7679342,20.3352568,312.4460654,1072.2931079,10.3001000,316.6430000,6104.0000000,3.9600000,1.8639700
648.01,78672342,FP,103.0027600,-18.9544300,-10.6880000,2.7990000,2458471.3017200,2.9763800,3.2120000,795.8420000,11.0372000,2695.8800000,2007.0000000,10.1347000,637.2570000,6492.5000000,3.5700000,3.5600000
650.01,349373192,FP,110.2610440,-60.1554750,-1.6670000,12.4910000,2458326.3152800,0.7698300,2.7740000,160.1920000,,49237.6000000,4149.0000000,9.7839000,402.7620000,8658.0000000,3.9200000,
653.01,33153766,FP,144.7736300,-45.4261850,-19.6130000,5.5760000,2458544.6037700,0.6883100,1.3650000,3983.6400000,21.7150000,21261.5000000,3364.0000000,8.5234000,213.9470000,6054.0000000,3.4732300,3.1300000
6542.01,255851356,FP,198.5822300,-59.6922510,-53.2530000,-15.5920000,2460065.6831620,2.4018591,3.4710000,655.0000000,10.1612000,25813.2000000,3531.0000000,9.9747000,260.5110000,6071.0000000,3.9500000,1.8600000
662.01,54085154,FP,160.1801410,-31.9272330,-2.0690000,-15.5770000,2458544.2906700,1.0016000,1.2380000,298.7780000,2.3972900,2192.4700000,1906.0000000,8.2046000,87.2682000,6380.0000000,4.4380000,1.2600000
665.01,73723286,FP,155.6371250,-40.5163470,38.9710000,-42.6760000,2458547.3024880,14.0661090,3.4744355,16514.0482965,21.5662738,153.0394528,897.0581591,9.1116000,131.0180000,6157.0000000,4.2040700,1.4764100
6696.01,104195270,FP,44.1145070,48.0089940,7.9320000,-12.1970000,2459883.6799510,3.6859958,5.1972226,12982.7214564,23.3229570,2647.6896261,1829.5172894,10.9988000,531.1210000,6731.3000000,3.9925700,1.9971900
670.01,147660201,FP,163.9091000,-42.8492800,-55.0070000,18.0190000,2458543.3482050,0.5793980,1.6421400,1324.0771200,5.7596760,4535.9180848,2093.0810718,11.1557000,191.4940000,5688.0000000,4.4877400,0.9505340
6711.01,303364023,FP,138.3830100,-69.3046920,-151.7830000,136.2450000,2458543.2524110,10.3469945,2.5934713,1601.2547390,1.0318727,2.1066410,307.2680329,13.0055000,42.3968000,3278.0000000,4.9781300,0.2561670
673.01,151959065,FP,168.9984280,-36.4594060,-16.1790000,-0.6120000,2458551.6349170,10.5426254,6.2145259,16789.8076116,22.0104106,437.1833461,1166.2338750,11.9550000,677.7960000,6114.0000000,4.2843900,1.6581700
6764.01,148523092,FP,265.7107220,-41.1790890,-3.0690000,-7.5470000,2460121.6046480,2.8562935,3.7850000,22525.0000000,18.1559000,1721.8400000,1794.0000000,12.9573000,724.7700000,6383.0000000,4.3100000,1.3200000
6849.01,434100688,FP,352.9491740,-17.4484580,7.2560000,-15.1080000,2458371.5105230,1825.0483640,3.6200000,2576.0000000,12.7111000,0.0187275,103.0000000,9.9309000,319.0530000,6290.0000000,3.8900000,2.0900000
6874.01,4426490,FP,116.5786120,30.7766610,-6.2950000,-4.3600000,2460235.0219320,2.6689570,2.7508738,17029.8720026,16.1018337,1087.3617796,1464.5805607,12.1616000,468.4060000,5983.3000000,4.3234000,1.1968300
6878.01,262135904,FP,106.4867510,11.7724390,-4.5300000,-1.6900000,2460285.2659340,2.0990836,2.3430000,501.0000000,4.1379700,5728.0800000,2423.0000000,10.1063000,532.4850000,8853.0000000,4.1800000,2.0000000
688.01,339636032,FP,110.1942740,-55.3795310,-40.0870000,41.1560000,2459986.4148670,6.8787507,2.5990000,359.0000000,3.4580100,266.7800000,1125.0000000,8.5885000,176.0540000,6636.0000000,3.9900000,1.9800000
689.01,445822015,FP,147.0055910,-48.3207510,-18.3170000,27.1520000,2458545.0569500,1.6640200,3.3970000,7964.4500000,7.6544300,8754.7300000,2694.0000000,10.7014000,108.5130000,4841.3000000,4.7100000,0.7800000
690.01,101497191,FP,149.2258070,-33.7993970,-16.5320000,-19.2480000,2458547.3511900,3.6437600,3.3800000,3632.9100000,,2107.8800000,1887.0000000,10.2980000,3500.2300000,5463.2000000,4.3900000,
691.01,156991337,FP,99.9538120,-42.0451990,-11.2140000,18.1340000,2458474.3952820,6.9055862,3.2073505,1105.8311128,4.7527340,232.4514475,995.8703751,10.2340000,169.1170000,5846.0000000,4.4000000,1.0790700
694.01,55383975,FP,77.3835780,-64.0260830,6.4680000,25.9870000,2458366.7720140,48.0511988,4.3070574,14503.3604877,12.8456117,12.5271592,479.8250298,11.2595000,223.8820000,5354.9600000,4.4589400,1.0417000
6952.01,400466395,FP,92.0920380,33.7324620,8.0530000,5.5950000,2460311.7349060,5.1391542,0.6330000,6171.0000000,10.2495000,26.3552000,631.0000000,12.2479000,388.9910000,5974.6000000,4.4800000,1.0000000
701.01,219239945,FP,64.5216500,-53.8012700,42.0130000,36.0990000,2458389.3665520,13.6973840,4.7838480,1061.9465800,4.2119450,96.8938034,800.1911623,10.9660000,217.6210000,5837.0000000,4.3771300,1.1008900
708.01,391821647,FP,82.7648590,-70.3571790,6.5150000,23.1400000,2458325.5736630,1.9960710,5.9108790,352.7667200,1.9479510,1372.5643890,1552.3974880,10.8623000,214.7560000,6636.0000000,4.6045200,0.9751210
710.01,309402106,FP,124.7487030,-65.2780890,-13.0700000,12.7780000,2458343.9421460,216.2458400,1.0703729,5045.1950681,18.5681404,312.4351835,1072.2837713,8.4884010,157.7210000,7053.0000000,4.2246300,1.5968800
716.01,119081096,FP,136.2389120,-18.5026740,94.6490000,-39.4170000,2458518.1099100,0.8370700,2.4970000,2745.5000000,2.9884900,2645.9300000,1998.0000000,12.4268000,88.8248000,3776.0000000,4.7200000,0.5200000
717.01,275248683,FP,147.9705360,2.1166470,-26.0920000,62.0640000,2458518.2661700,0.5307900,1.2380000,1113.0700000,,977.3430000,1557.0000000,11.4407000,34.7229000,3788.4000000,4.8700000,
719.01,184952758,FP,128.1441780,-36.3468180,57.8300000,-24.5500000,2460007.6950530,4.1099530,4.6410000,434.0000000,1.8134500,1091.8000000,1601.0000000,9.0349000,84.7306000,5653.0000000,4.4600000,0.9700000
720.01,131419878,FP,118.0371960,-37.7990160,-12.1750000,8.9920000,2458494.0891500,3.1604300,1.9220000,203.3300000,2.3886600,616.9500000,1388.0000000,8.8154000,151.6340000,6482.3000000,4.2100000,1.5200000
725.01,410245915,FP,133.9648760,-20.2747790,-1.1000000,-5.3000000,2459986.3607940,0.9889446,1.6810000,979.0000000,7.2993000,33896.0000000,,10.2658000,272.8340000,6173.3000000,4.2200000,1.5000000
726.01,174143743,FP,113.8833300,-36.3869620,6.9480000,39.0680000,2458492.3131300,0.4613200,1.3200000,220.0000000,1.8925300,13156.0000000,2983.0000000,10.1007000,206.7550000,6629.0000000,4.4100000,1.2100000
735.01,150271680,FP,94.7547040,-63.8647080,31.7630000,-44.2820000,2458543.9673270,2.5936940,3.0544290,526.7848270,2.9807360,4.3241755,367.7863249,9.5215000,121.7550000,5316.6000000,3.8800000,1.2872500
742.01,373424049,FP,140.0567940,-53.1196850,2.6540000,-0.9090000,2458543.4751740,0.9630810,2.3785140,244.2612140,2.7276440,23744.7739410,3166.0061880,8.6333000,227.2650000,8688.0000000,4.3218700,1.6869800
775.01,304042899,FP,164.7999780,-59.2339700,-24.4780000,19.5400000,2459313.5642300,12.4458741,11.5424587,7049.3777392,21.0847933,308.6584229,1069.0284982,9.5369000,220.9530000,6746.0000000,4.4157200,1.5288000
792.01,294780517,FP,71.2457640,-67.9810500,-7.4540000,19.6940000,2458416.4959170,15.6477055,1.3360670,1515.1689468,3.2193276,30.6368863,600.0409721,11.7345000,215.2080000,5107.9800000,4.5443000,0.8358070
793.01,300013921,FP,107.1339520,-68.3687780,-0.3950000,25.3820000,2459236.9572860,54.6616036,2.3880000,2020.0000000,4.0476700,1.2027600,291.0000000,10.8578000,144.0670000,5379.0000000,4.5046100,0.8000000
803.01,143526444,FP,125.6450290,-19.2546130,-7.5480000,5.0820000,2459974.3176100,15.3050693,3.8720000,770.0000000,10.4166000,340.8270000,1197.0000000,9.3309000,403.7720000,5370.0000000,3.3233900,4.1600000
814.01,255760319,FP,99.7146190,-53.1075980,5.4000000,-17.3450000,2458359.7339400,7.2104800,2.6710000,250.0940000,3.7188000,124.2460000,930.0000000,8.9944000,196.4720000,5920.4000000,3.9100000,2.1400000
816.01,175180796,FP,116.0104810,-36.9965030,7.4260000,-95.6100000,2458493.4431200,1.5574700,2.7140000,3127.9400000,3.8033600,5034.1300000,2346.0000000,11.1430000,74.5217000,4146.6000000,4.6000000,0.6200000
817.01,30312676,FP,74.2867880,-66.3903340,1.8580000,-0.0310000,2459126.7692000,1.1022300,2.5980000,1015.0000000,7.4694027,199185.0000000,5885.0000000,11.3029000,7294.4100000,8747.0000000,4.0802200,2.2376700
832.01,350332997,FP,84.0816270,-54.1911990,13.6610000,1.4270000,2459357.0795260,1.9160221,1.4050000,2430.0000000,10.8261000,339.5050000,1195.0000000,11.7611000,586.7040000,5623.0000000,4.3748300,2.0900000
838.01,461271719,FP,203.1666430,-38.8459470,4.7570000,-4.4610000,2459319.9124830,7.6246687,1.4020000,830.0000000,9.5220200,93.0099000,865.0000000,8.7823000,305.2370000,7313.0000000,4.1444300,2.6300000
844.01,380886535,FP,19.4611360,0.3469710,-6.9030000,-33.4400000,2459451.7240330,8.9066251,1.9618338,2178.8336338,7.1574108,325.1651305,1083.0431039,11.7952000,472.2970000,5829.6000000,4.1000000,1.5159500
845.01,32283946,FP,24.1727220,-31.6707950,16.0420000,2.2170000,2458389.0024000,7.0618100,5.8530000,22745.5000000,24.7848000,721.7510000,1443.0000000,11.7582000,475.3590000,5818.3000000,4.4000000,1.4900000
846.01,229141709,FP,26.3768750,-51.2968210,25.6980000,11.8960000,2458363.7629600,14.2048900,4.9240000,8761.5700000,12.4595000,386.5960000,1235.0000000,11.7660000,446.8150000,6316.3000000,4.3000000,1.2100000
848.01,42015200,FP,24.2160970,-39.1425830,21.6760000,-6.1770000,2458391.6631800,9.7774200,6.7130000,6740.0000000,35.6978000,480.9280000,1304.0000000,11.6818000,527.1140000,4513.0000000,,2.8700000
