# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:37:55 2024
#
# User preference: *
#
# CONSTRAINT:  order by ttv_flag asc
#
# COLUMN pl_name:        Planet Name
# COLUMN disposition:    Archive Disposition
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,disposition,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_dens,ra,dec,sy_dist,sy_vmag
EPIC 211718187.01,CANDIDATE,1,0,5.51633000,1.380,,,,,,,2457141.711200,0,1.9200000,,0.31,,,,,,134.2326570,16.1602115,159.9410000,17.0912000
EPIC 211719484.01,CANDIDATE,1,0,0.36091387,,,,,,,,2457142.517639,0,1.6920000,6175.00,1.92,1.18,,0.685,3.94,0.2343,123.4818695,16.1780684,807.2710000,12.6390000
EPIC 211721325.01,FALSE POSITIVE,1,0,1.05236400,,,,,,,,2458095.721640,0,2.8296000,5157.00,1.11,0.87,,-0.104,4.29,0.8939,132.4889642,16.2036359,1241.8600000,15.9480000
EPIC 211724246.01,CANDIDATE,1,0,4.74615900,12.597,,,,,,,2458256.162060,0,2.9000000,5878.00,2.21,1.68,0.016,,3.98,,131.1913594,16.2436537,1175.9800000,13.4860000
EPIC 211724246.01,CANDIDATE,1,0,4.74644850,10.321,,,,281.82,1141,,2459575.676862,0,2.4080000,5890.50,2.26,,,,3.76,,131.1913594,16.2436537,1175.9800000,13.4860000
EPIC 211724246.01,CANDIDATE,1,0,4.74649620,11.600,,,,,1775,,2458256.162302,0,,6486.00,2.10,1.50,0.070,,3.97,,131.1913594,16.2436537,1175.9800000,13.4860000
EPIC 211728689.01,CANDIDATE,1,0,8.95262300,8.917,,,,,,,2457140.988766,0,2.6000000,5258.00,0.86,1.02,-0.212,,4.59,,129.1808815,16.3067932,593.4490000,14.6600000
EPIC 211731298.01,CANDIDATE,1,0,1.99043000,,,,,,,,2457141.342700,0,,5086.00,0.82,,,,,,129.0410676,16.3436617,288.2400000,13.1960000
EPIC 211731298.01,CANDIDATE,1,0,1.99042200,1.800,,,,,,,2457141.341800,0,2.0736000,,0.82,,,,,,129.0410676,16.3436617,288.2400000,13.1960000
EPIC 211731298.01,CANDIDATE,1,0,1.99067602,,,,,,,,2457143.328698,0,1.8620000,5194.62,0.79,0.88,0.220,-0.385,4.59,2.4981,129.0410676,16.3436617,288.2400000,13.1960000
EPIC 211732801.01,FALSE POSITIVE,1,0,2.13155400,,,,,,,,2458096.405440,0,4.0656000,6147.31,2.44,1.17,-0.191,0.885,3.73,0.1129,129.4696791,16.3656952,421.7630000,10.8360000
EPIC 211733267.01,CANDIDATE,1,0,8.65814300,19.100,,,,,,,2457144.931970,0,1.6968000,,0.90,,,,,,130.0093645,16.3723455,213.5000000,12.3720000
EPIC 211733267.01,CANDIDATE,1,0,8.65871336,,,,,,,,2457144.929997,0,1.5600000,5127.00,0.90,0.86,,-0.296,4.46,1.6614,130.0093645,16.3723455,213.5000000,12.3720000
EPIC 211733267.01,CANDIDATE,1,0,8.65816800,17.160,,,,,,87.361,2457144.931750,0,,5319.00,0.82,,-0.050,,4.55,,130.0093645,16.3723455,213.5000000,12.3720000
EPIC 211733267.01,CANDIDATE,1,0,8.65797500,,,,,,,,2458097.320360,0,0.9840000,5370.00,0.89,,,,4.45,,130.0093645,16.3723455,213.5000000,12.3720000
EPIC 211733267.01,CANDIDATE,1,0,8.65800000,,,,,,,,2457144.931000,0,1.0980000,5127.00,0.90,0.86,,-0.296,4.46,1.6614,130.0093645,16.3723455,213.5000000,12.3720000
EPIC 211736305.01,CANDIDATE,1,0,14.56160000,2.820,,,,,,,2457152.120900,0,3.1440000,,0.85,,,,,,129.9074327,16.4140463,546.0740000,14.7100000
EPIC 211737652.01,FALSE POSITIVE,1,0,2.46819000,,,,,,,,2458095.937770,0,5.8848000,8315.00,0.82,2.05,,0.460,4.92,5.2812,131.5002914,16.4335416,3281.3000000,16.1840000
EPIC 211738534.01,FALSE POSITIVE,1,0,0.56802000,,,,,,,,2458095.641870,0,3.3336000,3385.00,0.45,0.45,,-1.618,4.78,6.8760,136.2090845,16.4458014,179.5630000,17.1800000
EPIC 211741619.01,CANDIDATE,1,0,2.78766300,2.200,,,,,,,2458096.820260,0,0.7464000,3950.00,0.60,,,,4.68,,131.8968981,16.4897963,124.3620000,14.2390000
EPIC 211744153.01,FALSE POSITIVE,1,0,4.61216600,,,,,,,,2458098.949900,0,1.5936000,5444.37,2.83,,-1.198,,,,130.7457554,16.5260220,2652.5500000,15.1680000
EPIC 211750072.01,FALSE POSITIVE,1,0,0.59555800,,,,,,,,2458096.097430,0,1.6920000,5854.74,1.21,1.06,-0.319,0.187,4.30,0.8532,130.0761219,16.6093639,567.9580000,13.1400000
EPIC 211754117.01,CANDIDATE,1,0,13.79884500,1.665,,,,,,,2458105.993588,0,3.0000000,4980.00,0.68,0.82,-0.350,,4.69,,134.1480303,16.6656338,388.4130000,14.4340000
EPIC 211754962.01,CANDIDATE,1,0,3.41052823,,,,,,,,2457145.270111,0,2.1240000,3985.00,0.67,0.65,,-0.985,4.59,2.9593,124.0293742,16.6771082,185.7670000,14.3920000
EPIC 211754962.01,CANDIDATE,1,0,3.41065000,1.650,,,,,,,2457141.851500,0,1.9440000,,0.70,,,,,,124.0293742,16.6771082,185.7670000,14.3920000
EPIC 211759163.01,FALSE POSITIVE,1,0,0.59566700,,,,,,,,2458095.908590,0,1.4880000,,,,,,,,133.8746533,16.7367269,,14.9930000
EPIC 211762841.01,CANDIDATE,1,0,1.56493000,2.220,,,,,,83.530,2457176.261000,0,,3938.00,0.62,0.61,,-1.074,4.63,3.5210,128.9263659,16.7892549,239.7290000,15.2260000
EPIC 211762841.01,CANDIDATE,1,0,1.56494000,2.060,,,,,,,2457140.267200,0,0.6672000,,0.56,,,,,,128.9263659,16.7892549,239.7290000,15.2260000
EPIC 211764271.01,FALSE POSITIVE,1,0,3.57674400,,,,,,,,2458095.912640,0,2.9328000,5896.10,1.31,1.07,0.060,0.271,4.23,0.6723,133.1348743,16.8090820,461.7060000,12.5530000
EPIC 211764373.01,FALSE POSITIVE,1,0,3.57678000,,,,,,,,2458095.912480,0,2.6664000,5474.00,0.93,0.96,,-0.151,4.48,1.6611,133.1341309,16.8102645,470.5580000,13.6700000
EPIC 211765695.01,CANDIDATE,1,0,7.55870000,2.643,,,,,,,2458098.849267,0,2.5000000,3974.00,0.68,0.64,-0.221,,4.58,,130.1630689,16.8291894,268.7760000,15.7700000
EPIC 211765695.02,CANDIDATE,1,0,25.43143000,2.887,,,,,,,2458110.461278,0,2.8000000,3974.00,0.68,0.64,-0.221,,4.58,,130.1630689,16.8291894,268.7760000,15.7700000
EPIC 211768007.01,FALSE POSITIVE,1,0,0.54291200,,,,,,,,2458095.561860,0,1.7952000,5974.29,2.25,1.10,-0.609,0.766,3.77,0.1355,132.5292897,16.8610301,1794.7500000,14.2100000
EPIC 211770390.01,FALSE POSITIVE,1,0,3.79018000,,,,,,,,2458095.686400,0,5.9256000,5762.00,,,,,,,131.3535038,16.8957837,375.9490000,12.4240000
EPIC 211770867.01,CANDIDATE,1,0,27.69300000,,,,,,,,2457147.872000,0,6.3429600,6286.00,1.71,1.23,,0.613,4.06,0.3483,123.0226578,16.9029575,609.9730000,12.1740000
EPIC 211783206.01,CANDIDATE,1,0,7.13400000,,,,,,,,2457146.467000,0,1.8388800,,,,,,,,130.1458104,17.0779872,,14.3590000
EPIC 211783206.01,CANDIDATE,1,0,7.13142000,9.600,,,,,,,2457146.472700,0,1.9200000,,3.40,,,,,,130.1458104,17.0779872,,14.3590000
EPIC 211784767.01,CANDIDATE,1,0,3.57804902,,,,,,,,2457143.789675,0,4.9050000,6024.00,1.59,1.12,,0.478,4.08,0.3901,126.0138439,17.0989436,459.3550000,11.9090000
EPIC 211788221.01,CANDIDATE,1,0,12.89398000,1.120,,,,,,,2457139.887600,0,1.2000000,,0.19,,,,,,126.9741718,17.1475919,59.0889000,16.9400000
EPIC 211796070.01,CANDIDATE,1,0,1.88993000,1.290,,,,,,,2457140.733100,0,1.6560000,,0.64,,,,,,128.3109799,17.2614182,269.3110000,14.0790000
EPIC 211796070.01,CANDIDATE,1,0,1.89016107,,,,,,,,2457142.618845,0,2.2240000,4491.00,0.75,0.70,,-0.691,4.54,2.3966,128.3109799,17.2614182,269.3110000,14.0790000
EPIC 211797637.01,CANDIDATE,1,0,1.64117466,,,,,,,,2457143.064440,0,1.3370000,4493.00,0.66,0.71,,-0.790,4.64,3.4109,130.7310769,17.2828025,221.1110000,13.9740000
EPIC 211797637.01,CANDIDATE,1,0,1.64070700,2.090,,,,,,,2457139.787500,0,2.2080000,,0.57,,,,,,130.7310769,17.2828025,221.1110000,13.9740000
EPIC 211799258.01,CANDIDATE,1,0,19.53405000,9.820,,,,,,89.280,2457153.146000,0,,3316.00,0.46,0.46,,-1.637,4.77,6.6112,128.2459539,17.3064583,181.1890000,17.2276000
EPIC 211799258.01,CANDIDATE,1,0,19.53403000,12.700,,,,,,,2457153.146020,0,1.2888000,,0.45,,,,,,128.2459539,17.3064583,181.1890000,17.2276000
EPIC 211800191.01,CANDIDATE,1,0,1.10600000,,,,,,,,2457140.749000,0,0.9940800,5900.71,1.11,1.07,-0.560,0.130,4.38,1.0992,132.8847309,17.3198920,400.7660000,12.6300000
EPIC 211800191.01,CANDIDATE,1,0,1.10605213,,,,,,,,2457142.966927,0,1.2890000,5900.71,1.11,1.07,-0.560,0.130,4.38,1.0992,132.8847309,17.3198920,400.7660000,12.6300000
EPIC 211800191.01,CANDIDATE,1,0,1.10617500,8.833,,,,,,67.345,2457140.749300,0,,5851.00,0.91,,-0.350,,4.43,,132.8847309,17.3198920,400.7660000,12.6300000
EPIC 211800191.01,CANDIDATE,1,0,1.10618200,15.600,,,,,,,2457142.961240,0,0.0000000,,0.84,,,,,,132.8847309,17.3198920,400.7660000,12.6300000
EPIC 211804579.01,FALSE POSITIVE,1,0,1.52317871,,,,,,,,2457142.727474,0,4.0040000,5735.72,0.95,1.02,0.232,-0.055,4.49,1.6813,129.0675977,17.3815875,195.6890000,11.3590000
EPIC 211804579.01,FALSE POSITIVE,1,0,1.52350000,,,,,,,,2457139.628850,0,,5735.72,0.95,1.02,0.232,-0.055,4.49,1.6813,129.0675977,17.3815875,195.6890000,11.3590000
EPIC 211804579.01,FALSE POSITIVE,1,0,1.52300000,,,,,,,,2457141.205000,0,2.3968800,5735.72,0.95,1.02,0.232,-0.055,4.49,1.6813,129.0675977,17.3815875,195.6890000,11.3590000
EPIC 211807456.01,FALSE POSITIVE,1,0,0.50496100,,,,,,,,2458095.862440,0,1.8144000,5169.00,0.91,0.88,,-0.277,4.47,1.6680,129.5546285,17.4224493,762.1370000,15.2900000
EPIC 211808055.01,CANDIDATE,1,0,3.38300000,,,,,,,,2457142.603000,0,3.7209600,5603.82,1.02,0.99,0.206,-0.035,4.42,1.3191,129.0344102,17.4299822,591.0350000,13.8020000
EPIC 211808055.01,CANDIDATE,1,0,3.38199819,,,,,,,,2457142.612515,0,5.4840000,5603.82,1.02,0.99,0.206,-0.035,4.42,1.3191,129.0344102,17.4299822,591.0350000,13.8020000
EPIC 211809568.01,FALSE POSITIVE,1,0,0.59327400,,,,,,,,2458095.991640,0,1.9608000,5557.00,1.08,0.98,,-0.002,4.36,1.1062,135.9347837,17.4516768,1303.7400000,15.6060000
EPIC 211812160.01,FALSE POSITIVE,1,0,1.08509700,,,,,,,,2458095.916260,0,2.1552000,6503.37,2.98,1.33,-0.273,1.155,3.61,0.0711,133.0646554,17.4889818,2072.9800000,13.5830000
EPIC 211812935.01,CANDIDATE,1,0,3.60798100,18.300,,,,,,,2458097.878900,0,2.7384000,6490.00,2.25,,,,3.93,,133.1478987,17.4997633,330.3870000,12.8570000
EPIC 211812935.01,CANDIDATE,1,0,3.60799160,15.382,,,,378.21,1228,,2460284.323305,0,2.9910000,5308.30,1.89,,,,,,133.1478987,17.4997633,330.3870000,12.8570000
EPIC 211814313.01,CANDIDATE,1,0,15.40510100,,,,,,,,2458098.307940,0,2.8128000,5910.00,1.48,,,,4.14,,131.3241107,17.5194533,1917.9000000,15.5370000
EPIC 211814733.01,FALSE POSITIVE,1,0,14.71000000,,,,,,,,2457145.892000,0,2.3820000,5167.00,2.20,,,,,,132.6674230,17.5248832,478.6880000,12.3180000
EPIC 211814733.01,FALSE POSITIVE,1,0,14.70721300,,,,,,,,2458101.978020,0,2.1408000,5167.00,2.20,,,,,,132.6674230,17.5248832,478.6880000,12.3180000
EPIC 211817229.01,CANDIDATE,1,0,2.17695500,1.250,,,,,,,2457140.694160,0,0.5400000,,0.17,,,,,,126.9728935,17.5583062,42.8914000,16.9300000
EPIC 211817229.01,CANDIDATE,1,0,2.17693000,7.920,,,,,,85.590,2457175.525000,0,,3176.00,0.17,0.14,,-2.573,5.12,39.9012,126.9728935,17.5583062,42.8914000,16.9300000
EPIC 211822797 b,CONFIRMED,1,1,21.15950000,,,,,,,,2457123.305650,0,,3811.00,0.60,0.59,,-1.169,4.65,3.8797,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822797 b,CONFIRMED,1,1,21.16986100,1.980,,,0.060000,3.50,,89.730,2457165.577000,0,,4148.21,0.57,0.66,,,,,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822797 b,CONFIRMED,1,1,21.17623917,,,,,,,,2457144.419434,0,2.0080000,3811.00,0.60,0.59,,-1.169,4.65,3.8797,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822797 b,CONFIRMED,1,1,21.16860000,2.180,,,,,,,2457144.406900,0,3.5760000,,0.64,,,,,,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822797 b,CONFIRMED,1,1,21.16961900,2.200,,,0.180000,,,89.500,2457123.238030,0,3.2000000,3880.00,0.59,0.61,0.140,-1.153,,4.2000,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822797 b,CONFIRMED,1,1,21.17019630,1.920,,,,,431,,2457144.405257,0,,4057.00,0.58,0.62,0.200,,4.70,,130.4102091,17.6399744,186.1970000,15.1330000
EPIC 211822953.01,FALSE POSITIVE,1,0,1.54938100,,,,,,,,2458095.833360,0,1.6416000,3570.00,0.54,0.54,,-1.368,4.70,4.7782,131.3058198,17.6420751,398.0440000,17.6612000
EPIC 211825866.01,CANDIDATE,1,0,0.95017067,,,,,,,,2457142.615773,0,2.5810000,5339.00,0.75,0.92,,-0.389,4.66,3.1176,124.3327803,17.6839610,397.0970000,13.9890000
EPIC 211826814.01,CANDIDATE,1,0,1.53453000,1.020,,,,,,86.050,2457176.198000,0,,,0.29,0.28,,-2.042,4.96,16.1857,127.6508040,17.6967160,,16.4300000
EPIC 211828142.01,FALSE POSITIVE,1,0,20.18026900,,,,,,,,2458101.577290,0,2.8608000,3380.00,0.34,0.33,,-1.861,4.88,11.4442,137.4699335,17.7159404,270.4640000,18.9800000
EPIC 211829982.01,FALSE POSITIVE,1,0,5.80343900,,,,,,,,2458097.349970,0,3.9072000,5029.00,1.01,0.84,,-0.232,4.36,1.1564,138.5565355,17.7424557,471.8110000,14.0700000
EPIC 211830293.01,CANDIDATE,1,0,20.89352600,,,,,,,,2458114.648530,0,7.7016000,6020.00,1.76,,,,4.04,,136.1398094,17.7470224,424.7850000,12.0960000
EPIC 211831378.01,FALSE POSITIVE,1,0,3.48928000,0.910,,,,,,88.870,2457143.755000,0,,3742.00,0.68,0.65,,-1.085,4.58,2.8903,126.1375509,17.7619577,491.1980000,16.9951000
EPIC 211834065.01,CANDIDATE,1,0,10.54500000,,,,,,,,2457142.426000,0,3.2589600,6046.92,1.95,1.12,0.191,0.662,3.91,0.2120,132.5479840,17.7992816,514.2880000,11.8080000
EPIC 211837343.01,CANDIDATE,1,0,12.08080000,2.530,,,,,,,2457147.631300,0,2.2800000,,0.68,,,,,,124.4776657,17.8452779,491.1480000,15.0750000
EPIC 211838158.01,FALSE POSITIVE,1,0,0.57534900,,,,,,,,2458095.871660,0,1.9608000,5033.00,1.05,0.84,,-0.199,4.32,1.0355,136.0199607,17.8569949,1354.3300000,16.1700000
EPIC 211839430.01,FALSE POSITIVE,1,0,2.61293800,,,,,,,,2458097.303910,0,9.1512000,5014.02,4.78,,0.086,,,,132.5083559,17.8741708,556.5740000,11.0221000
EPIC 211839462.01,FALSE POSITIVE,1,0,2.61280400,,,,,,,,2458097.306540,0,8.8344000,5987.00,3.65,1.10,,1.187,3.36,0.0320,132.5058754,17.8745407,544.4110000,10.1320000
EPIC 211841496.01,FALSE POSITIVE,1,0,0.52219900,,,,,,,,2458095.468260,0,1.6224000,,,,,,,,135.6302992,17.9021238,,15.5060000
EPIC 211843564.01,CANDIDATE,1,0,0.45220131,7.917,,,,731.24,1326,,2459500.505423,0,0.5773712,3739.00,0.63,,,,4.62,,123.1521655,17.9301228,379.4300000,16.8470000
EPIC 211843564.01,CANDIDATE,1,0,0.45203130,5.300,,,,,,,2457140.077070,0,0.7272000,,0.57,,,,,,123.1521655,17.9301228,379.4300000,16.8470000
EPIC 211852187.01,FALSE POSITIVE,1,0,14.34304200,,,,,,,,2458099.068180,0,1.4640000,3260.00,0.42,0.42,,-1.736,4.80,7.7141,134.6437718,18.0481127,308.2340000,
EPIC 211858408.01,FALSE POSITIVE,1,0,0.62887600,,,,,,,,2458095.791490,0,1.9608000,6688.00,1.49,1.42,,0.604,4.24,0.6009,130.3412169,18.1339264,644.3030000,12.4370000
EPIC 211858489.01,FALSE POSITIVE,1,0,0.63610900,,,,,,,,2458095.492710,0,0.6960000,6100.77,1.66,1.15,-0.369,0.535,4.06,0.3568,129.9549720,18.1351672,577.1780000,12.3100000
EPIC 211859295.01,CANDIDATE,1,0,11.09226000,2.495,,,,,,,2458101.177872,0,2.9000000,4496.00,0.70,0.74,-0.063,,4.61,,131.8790800,18.1464926,282.8780000,14.3210000
EPIC 211863149.01,CANDIDATE,1,0,2.61299000,,,,,,,,2458097.303410,0,6.6624000,3520.00,0.46,,,,4.80,,132.5155053,18.2002339,116.9830000,15.8920000
EPIC 211876245.01,CANDIDATE,1,0,8.97146000,,,,,,,,2458099.461990,0,2.6064000,5330.00,0.87,,,,4.48,,134.1616939,18.3825750,923.2390000,15.8970000
EPIC 211885185.01,FALSE POSITIVE,1,0,4.39718700,,,,,,,,2458095.924670,0,5.8848000,6090.00,1.71,1.14,,0.559,4.03,0.3213,131.0273506,18.5109287,680.3510000,12.2950000
EPIC 211886472.01,CANDIDATE,1,0,19.63366256,,,,,,,,2457152.387959,0,2.3310000,6516.17,2.12,1.34,-0.023,0.863,3.91,0.1987,137.1325490,18.5284330,501.1820000,11.2740000
EPIC 211886472.01,CANDIDATE,1,0,19.64012300,34.306,,,,,,88.330,2457152.379600,0,,6398.00,1.74,,0.170,,4.03,,137.1325490,18.5284330,501.1820000,11.2740000
EPIC 211886472.01,CANDIDATE,1,0,19.64015100,43.000,,,,,,,2457152.379450,0,2.1840000,,2.19,,,,,,137.1325490,18.5284330,501.1820000,11.2740000
EPIC 211886472.01,CANDIDATE,1,0,19.64000000,,,,,,,,2457152.378000,0,1.4299200,6516.17,2.12,1.34,-0.023,0.863,3.91,0.1987,137.1325490,18.5284330,501.1820000,11.2740000
EPIC 211886472.01,CANDIDATE,1,0,19.63975000,,,,,,,,2458114.748410,0,1.4184000,6730.00,2.18,,,,3.96,,137.1325490,18.5284330,501.1820000,11.2740000
EPIC 211892082.01,CANDIDATE,1,0,10.90364000,2.214,,,,,,,2458104.566188,0,2.4000000,3929.00,0.59,0.59,-0.504,,4.67,,131.3004022,18.6097799,228.9730000,15.2670000
EPIC 211892395.01,CANDIDATE,1,0,0.99506100,,,,,,,,2458095.636700,0,2.6448000,5080.00,0.86,,,,4.47,,135.7603390,18.6147062,927.7120000,16.3570000
EPIC 211897272.01,CANDIDATE,1,0,11.23620000,2.250,,,,,,,2457143.569200,0,1.1760000,,0.95,,,,,,126.8998198,18.6867675,276.9800000,12.7970000
EPIC 211897691.01,CANDIDATE,1,1,5.75052000,2.010,,,,,,,2457142.495500,0,1.4400000,,0.58,,,,,,130.0825420,18.6929046,360.3600000,14.4870000
EPIC 211897691.01,CANDIDATE,1,1,5.74948100,2.930,,,,,,86.890,2457142.495219,0,,,0.77,,,,,,130.0825420,18.6929046,360.3600000,14.4870000
EPIC 211897691.01,CANDIDATE,1,1,5.75000000,,,,,,,,2457142.497000,0,1.2549600,4678.76,0.72,0.75,-0.179,-0.652,4.60,2.8487,130.0825420,18.6929046,360.3600000,14.4870000
EPIC 211901114.01,CANDIDATE,1,0,1.64893200,9.600,,,,,,83.500,2457140.832590,0,0.5760000,3440.00,0.46,,,,,,130.3985490,18.7429979,184.0550000,17.1610000
EPIC 211901114.01,CANDIDATE,1,0,1.64880000,,,,,,,,2457139.182140,0,,3392.00,0.45,0.44,,-1.626,4.79,7.0489,130.3985490,18.7429979,184.0550000,17.1610000
EPIC 211904310.01,CANDIDATE,1,0,24.39986900,18.430,,,,,1144,,2458265.693708,0,,6404.00,1.65,1.33,0.050,,4.12,,129.4837732,18.7902102,1062.8300000,13.7540000
EPIC 211906259.01,CANDIDATE,1,0,2.52000000,,,,,,,,2457140.559000,0,12.3549600,5707.44,1.09,1.02,0.211,0.053,4.37,1.1207,131.3109799,18.8192956,406.1570000,12.8420000
EPIC 211906940.01,FALSE POSITIVE,1,0,0.52631600,,,,,,,,2458095.477760,0,1.0032000,4397.00,,,,,,,137.4605365,18.8297729,262.0070000,16.2690000
EPIC 211910237.01,FALSE POSITIVE,1,0,1.10897200,,,,,,,,2458096.369360,0,1.8240000,,,,,,,,137.0946427,18.8794251,466.0570000,15.0260000
EPIC 211913395.01,CANDIDATE,1,0,9.35739000,2.690,,,,,,,2457147.876900,0,1.6800000,,0.59,,,,,,128.2690718,18.9251012,459.0350000,16.0420000
EPIC 211914445.01,CANDIDATE,1,0,1.81071800,,,,,,,,2458096.471610,0,2.4048000,5680.00,1.18,,,,4.26,,130.4242801,18.9412786,908.3400000,14.7640000
EPIC 211914718.01,FALSE POSITIVE,1,0,0.58201700,,,,,,,,2458095.667140,0,1.9608000,5385.55,1.06,0.93,-0.322,-0.066,4.35,1.0926,134.2906075,18.9454287,173.1840000,11.2620000
EPIC 211914889.01,CANDIDATE,1,0,1.81042000,,,,,,,,2458096.481130,0,3.7056000,3050.00,0.31,,,,4.81,,129.8777982,18.9481008,192.9970000,
EPIC 211914960.01,CANDIDATE,1,0,1.81083400,,,,,,,,2458096.468710,0,2.8440000,3230.00,0.89,,,,3.92,,130.0091206,18.9491053,187.9290000,15.5640000
EPIC 211914998.02,CANDIDATE,1,1,24.62372030,2.330,,,,,585,,2458268.599586,0,,5650.00,0.91,0.93,-0.070,,4.49,,133.8081054,18.9497263,480.3070000,13.6990000
EPIC 211915147.01,FALSE POSITIVE,1,0,1.81070800,,,,,,,,2458096.473400,0,3.0408000,6805.00,2.33,1.46,,1.019,3.87,0.1637,129.7886317,18.9518772,208.6190000,8.8110000
EPIC 211919555.01,FALSE POSITIVE,1,0,9.48499400,,,,,,,,2458097.506010,0,14.6352000,,,,,,,,131.6481110,19.0185830,,
EPIC 211919842.01,FALSE POSITIVE,1,0,9.51091100,,,,,,,,2458097.323580,0,9.8088000,3941.00,0.78,0.61,,-0.882,4.44,1.8311,131.4024049,19.0224447,407.3820000,16.1390000
EPIC 211920462.01,FALSE POSITIVE,1,0,9.51679300,,,,,,,,2458097.294950,0,9.8088000,,,,,,,,130.8728991,19.0321833,1930.8300000,19.9478000
EPIC 211920528.01,FALSE POSITIVE,1,0,9.48658000,,,,,,,,2458097.504070,0,10.4184000,6119.69,1.77,1.15,-0.463,0.596,4.00,0.2935,131.1264326,19.0330138,641.3630000,12.4550000
EPIC 211920604.01,FALSE POSITIVE,1,0,9.48792900,,,,,,,,2458097.492190,0,12.0744000,6214.00,2.65,1.20,,0.975,3.67,0.0909,130.9624675,19.0340576,981.1610000,12.4470000
EPIC 211920811.01,FALSE POSITIVE,1,0,9.49259000,,,,,,,,2458097.470040,0,10.8600000,4645.01,7.26,,0.193,,,,130.8071744,19.0368972,1514.4700000,12.8320000
EPIC 211925181.01,CANDIDATE,1,0,8.84100000,2.430,,,,,,,2457146.004400,0,1.7520000,,0.58,,,,,,125.9641071,19.1009014,444.6650000,15.9940000
EPIC 211925595.01,CANDIDATE,1,0,45.38331501,,,,,,,,2457143.161193,0,5.4290000,4793.26,0.82,0.77,0.085,-0.500,4.50,2.0008,132.9580770,19.1074714,466.7110000,14.5760000
EPIC 211928959.01,FALSE POSITIVE,1,0,0.85846200,,,,,,,,2458096.166440,0,2.0280000,4467.00,0.84,0.70,,-0.596,4.43,1.6602,133.4825629,19.1590573,1177.1500000,17.2548000
EPIC 211929937.01,CANDIDATE,1,0,3.47664200,11.500,,,,,,,2457142.412250,0,2.5392000,,0.84,,,,,,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211929937.01,CANDIDATE,1,0,3.47700000,,,,,,,,2457142.412000,0,2.2048800,5225.91,0.84,0.89,0.122,-0.323,4.54,2.1074,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211929937.01,CANDIDATE,1,0,3.47701709,11.857,,,,253.07,1017,,2460260.963304,0,2.5101218,5225.91,0.84,,,,4.54,,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211929937.01,CANDIDATE,1,0,3.47663300,12.700,,,,,,87.740,2457142.412293,0,,,0.86,,,,,,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211929937.01,CANDIDATE,1,0,3.47701312,,,,,,,,2457142.410652,0,2.6460000,5225.91,0.84,0.89,0.122,-0.323,4.54,2.1074,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211929937.01,CANDIDATE,1,0,3.47665060,12.600,,,,,,,2457142.412110,0,2.5848000,,0.88,,,,,,129.1783954,19.1738012,514.4490000,14.3340000
EPIC 211934173.01,FALSE POSITIVE,1,0,0.52045100,,,,,,,,2458095.601630,0,0.6216000,,,,,,,,129.6911414,19.2377968,284.8280000,18.2343000
EPIC 211939692.01,CANDIDATE,1,0,,4.310,,,,,,,2457170.523100,0,9.9312000,,1.29,,,,,,128.4018840,19.3201861,408.4040000,11.5290000
EPIC 211939692.02,CANDIDATE,1,0,39.54380000,3.280,,,,,,,2457173.989200,0,7.9920000,,1.29,,,,,,128.4018840,19.3201861,408.4040000,11.5290000
