# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 30 19:47:22 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_srho:       Fitted Stellar Density [g/cm**3]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepler_name,koi_disposition,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag
8686150,,FALSE POSITIVE,51.425985780,0,0.2030,16.94220,6.6068e+04,0.236829,0.16218,29.66,0.2904,89.59,549.0,21.40,28.303000,1843.80,1,28,1,6257.00,4.410,0.2100,1.1470,1.2330,,290.638980,44.806789,15.631
8689031,Kepler-726 b,CONFIRMED,21.804516110,0,0.7510,3.40970,1.1449e+03,0.033653,1.66656,2.60,0.1406,88.76,543.0,20.48,34.700000,49.90,1,61,1,5481.00,4.629,-0.5000,0.7080,0.8060,,291.717320,44.887310,15.067
8689373,Kepler-253 c,CONFIRMED,10.281945930,0,0.1680,3.43660,1.1107e+03,0.029849,2.24334,2.53,0.0880,89.59,680.0,50.60,23.230000,55.00,3,126,2,5196.00,4.593,0.0400,0.7750,0.8690,,291.841980,44.858089,15.532
8689373,Kepler-253 d,CONFIRMED,18.119930390,0,0.2060,4.23090,1.5069e+03,0.034825,2.10579,2.95,0.1284,89.64,563.0,23.77,33.190000,60.70,3,70,1,5196.00,4.593,0.0400,0.7750,0.8690,,291.841980,44.858089,15.532
8689373,Kepler-253 b,CONFIRMED,3.784028670,0,0.6910,1.90120,4.2610e+02,0.020134,1.98179,1.70,0.0452,86.54,949.0,191.78,11.450000,25.60,3,330,3,5196.00,4.593,0.0400,0.7750,0.8690,,291.841980,44.858089,15.532
8826878,Kepler-727 b,CONFIRMED,5.154481420,0,0.9330,3.22800,6.9750e+02,0.030415,0.11387,2.94,0.0546,80.10,964.0,204.10,5.430000,48.10,1,259,1,5431.00,4.457,-0.1400,0.8840,0.8160,,294.846890,45.034409,15.365
5897826,Kepler-469 b,FALSE POSITIVE,33.803643660,0,0.0230,11.48130,1.3494e+04,0.105539,0.25463,20.70,0.2160,89.95,745.0,72.71,24.869000,529.90,2,42,1,5855.00,3.999,0.1600,1.7960,1.1740,,297.475860,41.114288,13.109
8883593,Kepler-728 b,CONFIRMED,5.743469797,0,0.0010,3.44120,1.2402e+03,0.032147,1.31116,3.13,0.0625,90.00,982.0,219.95,13.174000,79.70,1,237,1,5897.00,4.531,-0.1600,0.8910,0.9830,,291.092350,45.115528,15.543
8951215,,CANDIDATE,39.475909300,0,0.9380,2.96800,1.0126e+03,0.036074,1.08697,4.06,0.2338,88.80,577.0,26.13,44.700000,26.60,1,34,1,6225.00,4.450,-0.1200,1.0310,1.0910,,291.208040,45.244389,15.229
9016295,,FALSE POSITIVE,19.974485239,0,0.8860,4.23479,4.0293e+04,0.243941,1.47871,26.56,0.1476,88.39,700.0,56.84,31.477000,1398.80,1,69,1,6108.00,4.471,-0.0800,0.9970,1.0720,,289.727480,45.367661,15.217
9077124,Kepler-729 b,CONFIRMED,3.166353562,0,0.0320,3.31290,1.4734e+03,0.035047,0.82095,3.82,0.0432,89.76,1273.0,621.92,7.577500,128.30,1,409,1,6007.00,4.470,0.0200,0.9980,1.0720,,286.360110,45.414291,15.603
9097120,,FALSE POSITIVE,23.899634407,0,1.2450,3.81881,2.0953e+04,0.436512,1.33386,44.04,0.1620,87.92,652.0,42.80,34.280000,547.80,1,56,1,6192.00,4.503,-0.3800,0.9240,0.9910,,294.717680,45.485760,15.453
9466668,Kepler-256 c,CONFIRMED,3.388012244,0,0.4330,2.68490,2.8010e+02,0.015454,1.15366,2.11,0.0434,87.20,1315.0,705.93,8.880000,30.60,4,397,1,5553.00,4.221,0.1600,1.2500,0.9490,,292.580440,46.097389,15.065
9466668,Kepler-256 d,CONFIRMED,5.839097610,0,0.3410,3.19150,2.7360e+02,0.015116,1.32836,2.06,0.0624,88.54,1097.0,341.48,13.380000,25.20,4,218,2,5553.00,4.221,0.1600,1.2500,0.9490,,292.580440,46.097389,15.065
9466668,Kepler-256 b,CONFIRMED,1.620467654,0,0.2710,2.18880,1.5960e+02,0.011493,1.23000,1.57,0.0265,87.20,1681.0,1893.42,5.550000,22.70,4,719,3,5553.00,4.221,0.1600,1.2500,0.9490,,292.580440,46.097389,15.065
9466668,Kepler-256 e,CONFIRMED,10.681695100,0,0.6460,3.60500,3.0780e+02,0.016847,0.93471,2.30,0.0933,87.92,897.0,152.75,17.800000,21.90,4,100,4,5553.00,4.221,0.1600,1.2500,0.9490,,292.580440,46.097389,15.065
9479273,Kepler-734 b,CONFIRMED,6.104849417,0,0.0410,4.69120,2.0903e+03,0.040920,0.56409,3.18,0.0583,89.78,784.0,89.25,10.358100,293.70,1,176,1,5085.00,4.584,-0.3600,0.7120,0.7100,,297.045620,46.027359,15.017
8359498,Kepler-77 b,CONFIRMED,3.578780566,0,0.0790,2.91089,1.1382e+04,0.096067,1.60801,10.43,0.0450,89.56,1145.0,406.60,10.287300,1838.40,1,374,1,5524.00,4.421,0.2000,0.9940,0.9500,,289.607970,44.345421,13.938
9171801,,FALSE POSITIVE,3.187067566,0,1.2340,3.11900,1.0374e+03,0.269659,0.03494,23.88,0.0403,62.34,1079.0,319.76,2.660000,37.20,1,179,1,5450.00,4.552,-0.1400,0.8110,0.8570,,297.788480,45.565418,15.653
9334289,Kepler-254 b,CONFIRMED,5.826657508,0,0.0330,2.91830,1.5391e+03,0.035356,2.19595,4.09,0.0622,89.88,1013.0,248.57,15.796000,81.10,3,228,1,5561.00,4.362,0.1600,1.0600,0.9430,,288.164700,45.816509,15.843
9334289,Kepler-254 c,CONFIRMED,12.412163470,0,0.0210,3.73900,6.1130e+02,0.022270,2.14038,2.58,0.1030,89.95,787.0,90.65,25.930000,25.60,3,106,3,5561.00,4.362,0.1600,1.0600,0.9430,,288.164700,45.816509,15.843
9334289,Kepler-254 d,CONFIRMED,18.746490110,0,0.5080,3.89500,7.9680e+02,0.026327,1.89670,3.05,0.1355,89.11,686.0,52.38,32.800000,26.70,3,67,2,5561.00,4.362,0.1600,1.0600,0.9430,,288.164700,45.816509,15.843
9347899,Kepler-31 b,CONFIRMED,20.860212290,0,0.0660,5.19370,1.9105e+03,0.040067,1.40526,5.50,0.1462,89.88,781.0,87.76,31.855000,117.00,4,67,1,6035.00,4.220,-0.2800,1.2570,0.9580,,294.023010,45.853081,15.237
9347899,Kepler-31 c,CONFIRMED,42.634278480,0,0.1420,6.19980,1.7193e+03,0.038058,1.64062,5.22,0.2355,89.85,615.0,33.82,54.020000,78.70,4,32,2,6035.00,4.220,-0.2800,1.2570,0.9580,,294.023010,45.853081,15.237
9347899,Kepler-31 d,CONFIRMED,87.647606800,0,0.1470,8.87100,1.0096e+03,0.029163,1.11917,4.00,0.3807,89.89,484.0,12.94,76.880000,37.50,4,14,3,6035.00,4.220,-0.2800,1.2570,0.9580,,294.023010,45.853081,15.237
9347899,,CANDIDATE,9.617314260,0,0.3310,3.86920,2.3400e+02,0.014160,1.23550,1.94,0.0873,88.96,1010.0,246.13,18.210000,18.20,4,137,4,6035.00,4.220,-0.2800,1.2570,0.9580,,294.023010,45.853081,15.237
9388479,Kepler-732 b,CONFIRMED,9.467821474,0,0.0810,2.43270,2.2370e+03,0.042684,6.23401,2.13,0.0691,89.85,407.0,6.47,30.913000,124.70,2,145,1,3582.00,4.807,0.1800,0.4580,0.4910,,283.732030,45.958771,15.073
9388479,Kepler-732 c,CONFIRMED,0.893040969,0,0.0090,1.09810,7.4170e+02,0.024717,6.20000,1.24,0.0143,89.92,893.0,151.14,6.394000,87.80,2,1452,2,3582.00,4.807,0.1800,0.4580,0.4910,,283.732030,45.958771,15.073
11359879,Kepler-15 b,CONFIRMED,4.942783419,0,0.5660,3.25346,1.1145e+04,0.099444,1.02216,10.62,0.0569,87.04,1008.0,244.42,10.970000,2040.70,1,274,1,5514.00,4.459,0.3600,0.9780,1.0030,,296.200590,49.140121,13.758
9406990,Kepler-733 b,CONFIRMED,20.834267310,0,0.2560,4.04540,9.8840e+02,0.028495,2.62459,2.74,0.1483,89.63,595.0,29.62,39.200000,45.10,1,66,1,5537.00,4.549,0.2100,0.8800,0.9990,,293.018280,45.914688,15.412
9415172,Kepler-255 c,CONFIRMED,9.946023570,0,0.0350,3.38620,9.9450e+02,0.028229,2.34688,3.12,0.0864,89.91,807.0,100.34,23.070000,51.00,3,131,1,5344.00,4.365,0.1600,1.0130,0.8670,,296.064240,45.976841,15.596
9415172,Kepler-255 d,CONFIRMED,1.045621950,0,0.0370,1.89550,2.1300e+02,0.013092,1.38246,1.45,0.0192,89.51,1710.0,2031.84,4.307000,25.30,3,1233,2,5344.00,4.365,0.1600,1.0130,0.8670,,296.064240,45.976841,15.596
9415172,Kepler-255 b,CONFIRMED,5.714623960,0,0.5030,2.33600,2.9780e+02,0.016046,2.60833,1.78,0.0597,88.25,971.0,210.16,16.510000,16.70,3,192,3,5344.00,4.365,0.1600,1.0130,0.8670,,296.064240,45.976841,15.596
9904059,,FALSE POSITIVE,102.964195200,0,0.9220,15.73500,1.8967e+03,0.050162,0.02838,39.00,0.5554,87.90,797.0,95.40,25.150000,86.10,1,10,1,5047.00,3.066,0.0700,7.1190,2.1500,,296.817720,46.781509,13.608
3231341,Kepler-24 b,CONFIRMED,8.145159810,0,0.9650,5.07300,4.4680e+02,0.025296,0.02385,3.43,0.0760,77.26,1050.0,287.91,4.370000,32.20,4,159,2,5896.00,4.197,-0.3600,1.2400,0.8840,,290.413270,38.343750,14.925
3231341,Kepler-24 e,CONFIRMED,18.998527900,0,1.3000,4.52900,4.3070e+02,0.318792,0.02026,43.17,0.1337,79.72,792.0,93.03,7.280000,16.90,4,68,3,5896.00,4.197,-0.3600,1.2400,0.8840,,290.413270,38.343750,14.925
3231341,Kepler-24 d,CONFIRMED,4.244390490,0,0.9490,3.28200,1.7400e+02,0.015253,0.05258,2.07,0.0492,75.07,1305.0,686.99,3.690000,15.10,4,269,5,5896.00,4.197,-0.3600,1.2400,0.8840,,290.413270,38.343750,14.925
2860866,,CANDIDATE,90.124050700,0,0.6980,11.64900,3.0203e+03,0.053684,0.23661,7.12,0.4270,89.14,485.0,13.09,46.700000,57.90,1,13,1,6520.00,4.375,0.0700,1.2150,1.2790,,293.223910,38.033581,14.960
7626506,Kepler-112 c,CONFIRMED,28.574269200,0,0.0680,4.94270,8.2490e+02,0.026109,2.14286,2.32,0.1681,89.91,538.0,19.83,45.220000,97.10,2,46,2,5551.00,4.508,-0.4200,0.8120,0.7760,,296.981020,43.209751,13.771
10460629,,CANDIDATE,856.672115000,0,0.1158,23.14400,8.5810e+02,0.027062,0.61949,3.87,1.8045,89.95,242.0,0.81,288.600000,39.20,1,,,6449.00,4.232,-0.3200,1.3090,1.0630,,287.586790,47.600021,13.997
10319385,,CANDIDATE,0.689210173,0,0.1540,1.61690,1.9500e+02,0.012649,1.45015,1.32,0.0156,87.33,1943.0,3362.71,3.315000,93.40,1,1945,1,5630.00,4.505,0.3600,0.9540,1.0640,,281.551180,47.469959,13.248
10482160,Kepler-1739 b,CONFIRMED,7.343739640,0,0.1850,1.17840,5.7440e+02,0.022075,38.44106,1.84,0.0697,89.78,839.0,117.50,47.850000,32.20,1,144,1,5757.00,4.597,-0.5000,0.7620,0.8650,,296.232150,47.678959,14.657
10485069,,FALSE POSITIVE,0.445277068,0,1.2962,3.53900,1.8670e+02,0.307625,0.21525,35.74,0.0120,8.59,2562.0,10177.11,1.312000,28.90,1,1197,1,6167.00,4.444,0.0700,1.0640,1.1490,,297.103490,47.643570,15.343
3233043,,FALSE POSITIVE,0.379463865,0,1.2460,0.86896,1.9733e+03,0.305894,0.78464,59.56,0.0099,46.60,3000.0,19256.81,1.814000,458.60,2,1765,1,5075.00,3.892,-0.0600,1.7830,0.9050,,290.911190,38.335579,13.787
6579806,,FALSE POSITIVE,9.880479780,0,1.0200,2.78458,1.8541e+04,0.235723,1.31266,23.60,0.0901,86.91,860.0,129.45,18.920000,534.50,1,134,1,6113.00,4.512,-0.3000,0.9170,0.9970,,281.669160,42.038639,15.212
3560301,,FALSE POSITIVE,4.648415600,0,0.9680,38.19390,1.2840e+02,0.013299,0.00095,5.06,0.0647,19.59,2259.0,6152.88,1.027600,91.70,1,233,1,6980.00,3.577,-0.4200,3.4820,1.6710,,295.266820,38.611240,10.963
4044005,,FALSE POSITIVE,17.512014768,0,0.9940,1.82480,4.5117e+03,0.110483,2.95602,13.66,0.1320,88.43,804.0,98.77,36.322000,322.30,1,76,1,6224.00,4.330,-0.2600,1.1320,0.9980,,287.616330,39.127239,12.336
11502218,,CANDIDATE,3.988602100,0,0.0600,1.73760,6.7350e+02,0.023067,6.84280,34.39,0.0622,89.81,3145.0,23135.72,17.920000,37.10,1,335,1,4813.00,2.472,-0.2200,13.6520,2.0160,,289.093230,49.424484,6.974
11180361,,CANDIDATE,0.533059312,0,1.2630,1.86210,1.4958e+03,0.301918,0.20416,133.56,0.0167,29.64,5862.0,277887.70,1.452852,179.60,1,2003,1,8523.00,3.559,-0.5000,4.0510,2.1660,,286.019200,48.866741,7.748
5802246,,FALSE POSITIVE,0.525154153,0,1.2260,2.14410,7.4750e+02,0.255581,0.16400,23.61,0.0119,23.56,2073.0,4391.51,1.337000,116.10,1,2034,1,5582.00,4.497,-0.3000,0.8460,0.8190,,295.098660,41.007038,15.058
6066403,,FALSE POSITIVE,1.303861044,0,1.2580,4.05410,5.9820e+02,0.282709,0.03107,27.85,0.0224,26.70,1610.0,1595.19,1.408000,140.60,1,1027,1,5758.00,4.475,-0.2400,0.9020,0.8870,,298.135890,41.332062,13.555
6209637,,FALSE POSITIVE,0.734524960,,,6.70000,,,,,,,,,,,1,,,,,,,,,293.287990,41.560455,13.220
5988031,,FALSE POSITIVE,2.555491760,0,1.2280,9.08300,1.1380e+02,0.237273,0.00596,23.35,0.0360,15.02,1312.0,701.68,1.272000,24.30,1,531,1,5948.00,4.508,-0.2600,0.9010,0.9540,,298.773250,41.214729,14.554
7684873,,FALSE POSITIVE,2.947376671,0,2.6410,2.09110,4.3320e+02,1.654364,0.13115,403.59,0.0492,47.65,2404.0,7903.84,3.920000,62.30,1,454,1,8090.00,4.002,-0.1400,2.2340,1.8280,,292.611940,43.305141,10.470
8559644,Kepler-111 c,CONFIRMED,224.778935500,0,0.6520,11.18990,3.4875e+03,0.056891,0.77776,7.67,0.7456,89.71,333.0,2.92,127.600000,235.70,2,7,1,5873.00,4.293,0.1800,1.2350,1.0920,,291.653170,44.688271,13.492
2851100,,FALSE POSITIVE,0.890110752,0,0.2160,0.87740,3.2150e+02,0.016162,10.98480,1.25,0.0167,88.40,1372.0,838.42,7.720000,19.60,1,1503,1,4768.00,4.628,0.2100,0.7110,0.8150,,291.170680,38.008591,15.723
3130300,,FALSE POSITIVE,5.765733960,0,0.7080,2.92400,2.4800e+02,0.015428,0.75629,7.47,0.0745,86.31,1964.0,3518.78,10.990000,22.20,1,188,1,5772.00,3.364,-0.4800,4.4340,1.6570,,294.525570,38.204632,14.313
3240158,Kepler-769 b,CONFIRMED,7.426081230,0,0.0970,3.63790,4.4330e+02,0.019228,1.36184,2.47,0.0778,89.65,1037.0,273.78,15.830000,37.50,3,180,1,6049.00,4.353,0.1600,1.1760,1.1400,,292.713100,38.358212,14.818
3240158,Kepler-769 c,CONFIRMED,15.986893200,0,0.5330,4.15800,1.7850e+02,0.012587,1.19847,1.62,0.1297,88.79,803.0,98.51,25.300000,10.90,3,79,2,6049.00,4.353,0.1600,1.1760,1.1400,,292.713100,38.358212,14.818
3228959,,FALSE POSITIVE,0.730945890,0,1.1690,4.32000,2.5020e+02,0.184858,0.06136,17.12,0.0155,13.27,1922.0,3248.17,1.201000,37.50,1,1836,1,5901.00,4.553,-0.3000,0.8480,0.9380,,289.796200,38.351181,15.401
3218908,Kepler-770 b,CONFIRMED,18.925372460,0,0.8060,3.98350,6.4090e+02,0.026104,0.64877,13.92,0.1694,88.00,1171.0,443.58,23.100000,41.00,3,72,1,4941.00,3.317,0.4000,4.8850,1.8080,,286.490420,38.374908,14.604
10341913,,FALSE POSITIVE,0.933749106,0,0.7360,4.25600,1.8620e+02,0.013481,0.06501,3.22,0.0201,59.29,2863.0,15822.49,1.442000,136.30,1,1438,1,6215.00,3.849,-0.2400,2.1880,1.2330,,292.775880,47.461689,13.079
10480921,,FALSE POSITIVE,2.037440623,0,0.7150,3.44200,1.1860e+02,0.010693,0.16877,1.19,0.0312,77.61,1572.0,1448.05,3.330000,27.00,1,527,1,6253.00,4.415,-0.4000,1.0150,0.9750,,295.795260,47.663960,14.187
10287723,,CANDIDATE,129995.778400000,0,0.7127,9.40800,1.4749e+03,0.037707,564.89948,2.99,44.9892,89.95,25.0,0.00,79614.000000,35.70,1,,,4500.00,4.572,0.2000,0.7260,0.7170,,296.821620,47.354031,13.447
10350571,Kepler-784 b,CONFIRMED,31.592580900,0,0.2830,13.56600,1.4510e+02,0.010989,0.09773,1.78,0.1967,89.06,688.0,53.09,17.280000,25.50,3,34,2,5676.00,4.100,0.1000,1.4870,1.0160,,295.920650,47.448608,13.290
10350571,Kepler-784 c,CONFIRMED,17.157236000,0,0.2380,11.28400,1.1040e+02,0.009558,0.09554,1.55,0.1309,88.81,844.0,119.87,11.410000,23.60,3,61,1,5676.00,4.100,0.1000,1.4870,1.0160,,295.920650,47.448608,13.290
3749365,Kepler-785 b,CONFIRMED,1.973760850,0,0.3370,1.82542,3.0222e+04,0.159864,3.77736,8.78,0.0250,87.90,753.0,76.10,9.200000,1252.50,1,662,1,3807.00,4.762,-0.0600,0.5030,0.5340,,292.068300,38.842270,15.715
11013201,,CANDIDATE,13.118962443,0,0.0420,4.30450,3.7220e+02,0.017826,1.46058,8.25,0.1376,89.90,1768.0,2310.43,23.685800,267.40,2,103,1,7221.00,3.488,-0.1800,4.2400,2.0180,,282.000310,48.542221,9.275
11673674,,FALSE POSITIVE,4.618767792,0,0.7660,5.99570,4.3991e+03,0.066285,0.07842,7.48,0.0531,80.11,1170.0,442.78,4.455000,270.10,1,287,1,6013.00,4.381,-0.3000,1.0330,0.9380,,297.310060,49.703041,13.652
11013201,,CANDIDATE,7.821873280,0,0.0050,3.84170,4.2200e+01,0.006005,1.18707,2.78,0.0975,89.98,2101.0,4601.71,15.658000,37.20,2,166,2,7221.00,3.488,-0.1800,4.2400,2.0180,,282.000310,48.542221,9.275
9414417,,CANDIDATE,53.505761100,0,0.4600,10.56160,1.9560e+02,0.013111,0.28176,2.52,0.2934,89.25,675.0,49.16,34.900000,71.20,1,26,1,6247.00,4.016,-0.1200,1.7620,1.1740,,295.802670,45.988079,9.582
3632418,Kepler-21 b,CONFIRMED,2.785821236,0,0.8930,3.55990,6.8900e+01,0.008919,0.06279,1.69,0.0408,72.39,1784.0,2388.98,2.950000,53.60,1,486,1,6202.00,4.026,-0.1000,1.7330,1.1620,,287.361820,38.714016,8.224
3441784,,FALSE POSITIVE,52.569018670,0,1.1970,6.75070,2.6900e+04,0.418905,0.63883,78.54,0.3227,88.49,737.0,69.62,45.400000,184.30,1,27,1,7240.00,4.178,0.2100,1.7170,1.6200,,290.944370,38.538868,9.729
5820218,,FALSE POSITIVE,3.411758679,0,1.2130,3.15800,5.7060e+02,0.240197,0.02410,14.71,0.0372,60.41,684.0,51.85,2.460000,35.60,1,398,1,3995.00,4.710,-0.1000,0.5610,0.5820,,298.991700,41.074989,15.258
5876368,,FALSE POSITIVE,0.525426427,0,0.1130,1.08010,3.2460e+02,0.016596,3.76613,1.45,0.0122,88.30,2069.0,4349.62,3.802000,63.60,1,2543,1,5791.00,4.575,-0.3800,0.8020,0.8890,,291.821810,41.112690,14.797
5809890,Kepler-755 b,CONFIRMED,1.269091415,0,0.4120,1.46470,3.4090e+02,0.016909,2.78725,1.41,0.0214,86.18,1331.0,740.47,6.190000,73.50,2,1061,1,5041.00,4.576,0.0200,0.7660,0.8070,,296.860990,41.097340,13.999
5809890,Kepler-755 c,CONFIRMED,2.853133997,0,0.6980,1.46500,2.7710e+02,0.016317,3.11386,1.36,0.0367,86.37,1016.0,251.77,11.020000,39.70,2,412,2,5041.00,4.576,0.0200,0.7660,0.8070,,296.860990,41.097340,13.999
6131236,Kepler-1734 b,CONFIRMED,6.796853530,0,0.6200,3.17020,3.9310e+02,0.019000,0.95531,2.01,0.0714,87.32,985.0,222.91,13.260000,29.80,1,196,1,6061.00,4.486,-0.1000,0.9700,1.0500,,294.163210,41.451801,15.391
9048161,,FALSE POSITIVE,8.667822346,0,1.2760,4.96580,2.1219e+03,0.326603,0.03132,67.37,0.0850,75.19,1303.0,681.39,4.990000,187.60,1,155,1,6266.00,3.923,-0.4400,1.8890,1.0890,,299.399720,45.316051,13.030
3218908,Kepler-770 c,CONFIRMED,1.475323222,0,0.1360,2.31550,1.5490e+02,0.011027,1.03038,5.88,0.0309,88.41,2740.0,13331.51,4.913000,27.20,3,877,3,4941.00,3.317,0.4000,4.8850,1.8080,,286.490420,38.374908,14.604
3218908,Kepler-770 d,CONFIRMED,4.152461180,0,0.6390,2.57550,2.2340e+02,0.014280,1.01229,7.62,0.0616,86.24,1941.0,3354.56,9.740000,24.50,3,270,4,4941.00,3.317,0.4000,4.8850,1.8080,,286.490420,38.374908,14.604
3235672,,FALSE POSITIVE,6.721078300,,,7.46000,,,,,,,,,,,1,,,,,,,,,291.606900,38.348061,14.792
2837111,Kepler-771 b,CONFIRMED,8.734885200,0,0.3140,4.49000,2.7070e+02,0.015161,0.73476,1.59,0.0843,88.75,890.0,148.62,14.360000,24.80,2,155,1,5982.00,4.493,-0.0400,0.9600,1.0470,,287.444090,38.088428,14.794
3120276,,FALSE POSITIVE,10.265476880,0,0.6900,3.73300,3.9960e+02,0.019462,0.70563,1.81,0.0909,87.49,770.0,83.13,15.780000,20.10,1,124,1,5699.00,4.553,-0.1000,0.8530,0.9500,,292.279050,38.284531,15.212
2307199,,CANDIDATE,13.447179100,0,0.9630,3.04540,1.4282e+03,0.046114,0.27583,5.24,0.1109,86.00,848.0,122.34,13.815000,105.30,1,100,1,6276.00,4.405,-0.3200,1.0410,1.0010,,292.374760,37.630959,14.000
3547091,,FALSE POSITIVE,3.305577989,0,1.1450,2.59030,1.7971e+04,0.335281,0.54630,25.89,0.0399,80.32,1027.0,263.55,6.810000,39.60,1,399,1,5534.00,4.629,-0.5800,0.7070,0.7860,,292.078490,38.631481,15.537
3869825,,FALSE POSITIVE,4.800653901,0,0.7850,9.04190,1.5304e+04,0.124793,0.03205,16.91,0.0600,76.62,1347.0,778.45,3.392500,298.00,1,222,1,6715.00,4.347,-0.1000,1.2410,1.2560,,296.133910,38.999008,13.320
3655332,,FALSE POSITIVE,15.066499010,0,1.0180,5.98850,3.6348e+04,0.317877,0.34879,56.44,0.1206,86.38,932.0,177.96,16.120000,154.60,1,73,1,5751.00,4.028,-0.0400,1.6260,1.0280,,293.925990,38.737980,13.855
4042026,,FALSE POSITIVE,34.820081580,0,0.6630,11.17110,1.8848e+04,0.132704,0.16352,11.36,0.1894,88.26,459.0,10.49,21.884000,882.60,1,39,1,5114.00,4.522,-0.1600,0.7840,0.7460,,286.869260,39.103729,15.187
3344419,,FALSE POSITIVE,0.651784374,0,1.2240,2.01410,2.7793e+03,0.290399,0.18359,33.65,0.0146,40.22,2090.0,4500.59,1.603000,195.20,1,1031,2,5555.00,4.375,0.2600,1.0610,0.9750,,291.999880,38.437698,14.997
11192141,,FALSE POSITIVE,1.353771892,0,1.2030,7.01200,1.3491e+03,0.250431,0.02376,430.99,0.0234,24.35,4903.0,136609.48,1.320000,76.70,1,996,1,4283.00,2.012,0.0000,15.7600,0.9310,,292.719640,48.852016,10.523
11494130,,FALSE POSITIVE,18.954916330,0,1.2280,24.24900,8.6750e+02,0.258011,0.00046,71.39,0.1539,53.41,1139.0,397.48,2.060000,249.30,1,59,1,6362.00,3.761,-0.2800,2.5340,1.3520,,284.026790,49.415428,10.988
5648449,,FALSE POSITIVE,4.348866254,0,1.1870,3.27970,6.2560e+02,0.219949,0.03017,2436.69,0.0620,67.59,6421.0,401588.95,3.110000,56.30,1,307,1,3598.00,0.650,0.0000,101.4510,1.6790,,298.804110,40.843563,10.680
12167361,,FALSE POSITIVE,47.930945460,0,1.2720,2.68970,2.1444e+03,0.321419,0.96115,68.02,0.3108,88.51,905.0,158.41,48.900000,221.10,1,28,1,8214.00,4.104,-0.1800,1.9380,1.7370,,295.598720,50.720669,10.376
8607720,,FALSE POSITIVE,3.997514220,0,0.0303,3.68600,3.2800e+01,0.005126,0.68781,2.98,0.0548,89.95,2203.0,5563.95,8.340000,6.10,1,,,5066.00,3.122,-0.3300,5.3240,1.3720,,283.736420,44.713310,10.733
1433962,,FALSE POSITIVE,1.592633181,0,0.0030,5.56050,6.3310e+02,0.022007,0.09265,1.56,0.0232,89.93,1053.0,290.51,2.316007,66.90,1,846,1,4506.00,4.626,-0.2000,0.6510,0.6540,,291.761960,37.098640,15.470
9032900,,CANDIDATE,67.592375400,0,0.7280,12.24900,4.1581e+03,0.063536,0.14489,12.10,0.3582,88.73,588.0,28.20,32.700000,60.90,1,21,2,6038.00,4.082,0.3400,1.7440,1.3410,,295.586580,45.364979,13.675
5956342,Kepler-265 c,CONFIRMED,17.029027860,0,0.2020,4.64500,5.6890e+02,0.021839,1.44107,2.54,0.1243,89.59,755.0,76.66,28.060000,29.80,4,82,1,5839.00,4.327,-0.2800,1.0670,0.8810,,290.510470,41.244820,15.381
5956342,Kepler-265 b,CONFIRMED,6.846192360,0,0.0770,3.52900,2.4680e+02,0.014341,1.36207,1.67,0.0677,89.71,1022.0,258.41,15.000000,17.70,4,193,2,5839.00,4.327,-0.2800,1.0670,0.8810,,290.510470,41.244820,15.381
5956342,Kepler-265 e,CONFIRMED,67.832163800,0,0.0270,7.35800,5.0780e+02,0.020550,1.52524,2.39,0.3123,89.98,476.0,12.14,71.850000,15.50,4,16,3,5839.00,4.327,-0.2800,1.0670,0.8810,,290.510470,41.244820,15.381
