# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:27:19 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_prad,koi_sma,koi_teq,koi_insol,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag
8026752,K00240.01,Kepler-502 b,CONFIRMED,4.286866229,4.47260,4.14,0.0535,1217.0,517.66,6228.00,4.441,-0.0800,1.0490,1.1070,14.982
1872821,K02351.01,Kepler-1828 b,CONFIRMED,10.273809570,3.25200,1.68,0.0924,799.0,96.27,5806.00,4.528,-0.0400,0.8990,0.9960,14.909
8013439,K02352.01,Kepler-381 c,CONFIRMED,13.391551540,3.39100,1.58,0.1173,1180.0,459.23,6197.00,3.837,-0.3200,2.1880,1.1980,10.421
8013439,K02352.02,Kepler-381 b,CONFIRMED,5.629043960,3.72950,1.39,0.0658,1576.0,1459.41,6197.00,3.837,-0.3200,2.1880,1.1980,10.421
8013439,K02352.03,Kepler-381 d,CONFIRMED,8.256285700,2.03780,1.49,0.0850,1387.0,874.56,6197.00,3.837,-0.3200,2.1880,1.1980,10.421
7207061,K02113.02,Kepler-417 b,CONFIRMED,12.330879210,3.06640,2.34,0.1006,671.0,47.99,5376.00,4.576,-0.0200,0.8060,0.8970,15.886
6921944,K02114.01,Kepler-1105 b,CONFIRMED,4.421566535,2.12290,2.19,0.0471,729.0,66.94,4299.00,4.604,0.3800,0.6970,0.7130,15.180
9532052,K02115.01,Kepler-67 b,CONFIRMED,15.725859410,3.82840,2.69,0.1151,602.0,31.13,5332.00,4.597,-0.2200,0.7550,0.8240,16.144
8164012,K02116.01,Kepler-1106 b,CONFIRMED,1.252753881,2.14720,2.44,0.0239,2199.0,5545.35,5907.00,4.041,0.1600,1.7050,1.1650,14.690
4140813,K02117.01,Kepler-1795 b,CONFIRMED,13.360198640,2.78800,1.84,0.1002,520.0,17.30,4500.00,4.638,0.2800,0.6880,0.7680,15.637
8611781,K02185.01,Kepler-1135 b,CONFIRMED,76.957056000,9.55100,2.09,0.3436,451.0,9.81,5878.00,4.363,-0.2400,1.0410,0.9120,14.353
3097926,K02186.01,,CANDIDATE,14.979743350,4.12600,3.79,0.1106,620.0,34.95,5062.00,4.481,0.1400,0.8530,0.8030,15.549
10518424,K02188.02,,CANDIDATE,6.744568300,3.81300,0.86,0.0693,983.0,220.68,6106.00,4.496,-0.3400,0.9230,0.9740,15.319
5730445,K02189.01,,CANDIDATE,33.358598520,2.28600,4.44,0.1854,459.0,10.46,5009.00,4.515,0.0000,0.7990,0.7630,15.253
5601258,K02191.01,Kepler-1805 b,CONFIRMED,8.847842730,2.05720,1.15,0.0699,479.0,12.48,3867.00,4.718,0.1000,0.5520,0.5810,14.911
7960980,K02274.01,Kepler-1170 b,CONFIRMED,9.989702660,3.70000,2.48,0.0880,705.0,58.26,5265.00,4.580,0.1400,0.8100,0.9100,15.909
8107225,K00235.01,Kepler-499 b,CONFIRMED,5.632525080,2.14480,2.04,0.0598,844.0,119.75,5216.00,4.580,0.1400,0.8040,0.8960,14.353
3458028,K02276.01,Kepler-1171 b,CONFIRMED,1.442592305,2.96980,2.67,0.0284,2700.0,12557.23,7216.00,3.983,-0.3600,2.0430,1.4620,11.558
3342794,K02278.01,Kepler-376 c,CONFIRMED,14.172228580,2.62970,2.39,0.1146,873.0,137.33,5845.00,4.200,-0.0200,1.3140,0.9980,13.776
3342794,K02278.02,Kepler-376 b,CONFIRMED,4.920310630,4.04600,1.18,0.0566,1242.0,562.99,5845.00,4.200,-0.0200,1.3140,0.9980,13.776
5716932,K02358.01,Kepler-1830 b,CONFIRMED,56.493169800,8.70400,4.43,0.3259,681.0,50.79,6160.00,3.976,0.2400,2.0460,1.4430,13.524
11288051,K00241.01,Kepler-124 c,CONFIRMED,13.821420840,3.98500,2.20,0.1005,560.0,23.15,4983.00,4.660,-0.4400,0.6510,0.7150,14.139
7515670,K02360.01,,FALSE POSITIVE,2.303679520,3.08980,1.30,0.0337,1384.0,866.21,6191.00,4.546,-0.5000,0.8650,0.9610,15.206
11566256,K02361.01,Kepler-1831 b,CONFIRMED,5.783870490,1.39660,2.07,0.0655,1051.0,288.69,6063.00,4.476,0.0700,1.0120,1.1170,15.049
8495415,K02362.02,Kepler-1208 b,CONFIRMED,11.085076580,1.75100,2.50,0.0901,665.0,46.17,5080.00,4.538,0.0000,0.7930,0.7920,15.938
4055304,K02119.01,Kepler-1107 b,CONFIRMED,0.571038347,1.12670,1.65,0.0126,1897.0,3069.59,5132.00,4.457,0.1600,0.8860,0.8200,14.098
4857213,K02120.01,Kepler-1680 b,CONFIRMED,8.774257860,2.22450,1.75,0.0784,771.0,83.63,5146.00,4.445,0.2000,0.9050,0.8320,13.714
9415108,K02121.01,Kepler-1108 b,CONFIRMED,4.510050820,2.15330,1.74,0.0511,1063.0,301.74,5362.00,4.352,0.1600,1.0320,0.8730,14.979
4262581,K02122.01,Kepler-1109 b,CONFIRMED,37.646851900,6.34400,5.37,0.2466,787.0,90.85,5443.00,3.740,0.2600,2.6520,1.4100,14.288
8591693,K02123.01,Kepler-1796 b,CONFIRMED,29.455784100,3.45100,2.19,0.1879,598.0,30.30,6036.00,4.491,-0.1600,0.9490,1.0180,14.385
4833421,K00232.01,Kepler-122 c,CONFIRMED,12.466004437,5.00660,5.65,0.1051,897.0,152.76,6038.00,4.284,-0.1600,1.1910,0.9950,14.247
8282651,K02193.01,Kepler-1136 b,CONFIRMED,2.361724472,1.21670,1.53,0.0299,922.0,170.59,4478.00,4.615,-0.2200,0.6510,0.6370,15.658
3548044,K02194.01,Kepler-371 b,CONFIRMED,34.763054300,4.30900,1.75,0.1938,554.0,22.23,5670.00,4.387,-0.3600,0.9500,0.8020,13.865
11401767,K02195.01,Kepler-372 c,CONFIRMED,20.054528200,7.17300,2.63,0.1512,755.0,76.97,6056.00,4.332,0.1600,1.2090,1.1470,14.881
10909127,K02200.01,Kepler-1138 b,CONFIRMED,3.170597310,1.66860,1.69,0.0415,1080.0,321.28,5431.00,4.563,0.1200,0.8430,0.9450,15.353
3661886,K02279.01,Kepler-377 c,CONFIRMED,27.014262200,5.38500,2.00,0.1779,677.0,49.65,5949.00,4.303,0.0000,1.1840,1.0270,13.860
3661886,K02279.02,Kepler-377 b,CONFIRMED,12.509457980,3.47900,1.54,0.1065,875.0,138.54,5949.00,4.303,0.0000,1.1840,1.0270,13.860
2439243,K02280.01,Kepler-1172 b,CONFIRMED,26.020332900,4.96500,4.53,0.1680,675.0,49.09,5624.00,4.218,0.0400,1.2440,0.9310,15.889
9221517,K02281.01,Kepler-1173 b,CONFIRMED,0.769854899,1.02430,0.93,0.0157,1650.0,1756.80,5173.00,4.550,0.1600,0.8220,0.8740,13.829
6751874,K02282.01,Kepler-1174 b,CONFIRMED,6.892263330,2.49210,2.13,0.0732,1156.0,422.14,5862.00,4.148,0.1600,1.4630,1.0970,14.207
10863608,K02368.01,Kepler-1210 b,CONFIRMED,8.071270430,2.39300,1.53,0.0753,856.0,126.94,5766.00,4.517,-0.3200,0.8530,0.8740,15.553
5602588,K02369.01,Kepler-1211 b,CONFIRMED,11.018191780,4.63500,2.64,0.0985,840.0,117.97,6075.00,4.486,-0.1200,0.9690,1.0480,15.832
11288051,K00241.02,Kepler-124 d,CONFIRMED,30.950592700,5.39400,1.51,0.1719,428.0,7.91,4983.00,4.660,-0.4400,0.6510,0.7150,14.139
5602588,K02369.02,,CANDIDATE,6.314344700,2.79600,1.34,0.0680,1012.0,247.53,6075.00,4.486,-0.1200,0.9690,1.0480,15.832
5385304,K02370.01,,CANDIDATE,78.732702300,5.04100,7.76,0.4190,761.0,79.13,6715.00,3.754,0.0200,2.7630,1.5810,13.003
5547480,K00224.01,,FALSE POSITIVE,3.979867514,2.36070,26.50,0.0501,1173.0,446.89,6032.00,4.485,-0.0600,0.9730,1.0550,14.782
11462341,K02124.01,,CANDIDATE,42.337579900,4.92400,1.45,0.1997,311.0,2.21,4132.00,4.682,-0.2000,0.5810,0.5930,14.275
9405595,K02125.01,Kepler-1797 b,CONFIRMED,23.359358900,5.38900,2.98,0.1637,684.0,51.68,6244.00,4.460,-0.2000,1.0090,1.0690,15.347
3546060,K02126.01,Kepler-1110 b,CONFIRMED,9.693108370,2.73400,2.12,0.0754,609.0,32.40,4818.00,4.639,-0.6800,0.6180,0.6070,15.914
7019489,K02128.01,,FALSE POSITIVE,24.259830100,3.89700,25.42,0.1576,547.0,21.13,5485.00,4.574,-0.1200,0.8050,0.8910,15.962
2141783,K02201.01,,FALSE POSITIVE,116.521431700,5.57700,44.41,0.4817,457.0,10.33,6056.00,4.179,0.0000,1.4110,1.0960,13.806
4144576,K02202.01,Kepler-1139 b,CONFIRMED,0.813166357,1.41220,1.14,0.0165,1693.0,1945.44,5237.00,4.500,0.3000,0.8870,0.9070,14.113
8494542,K02204.01,Kepler-1807 b,CONFIRMED,10.860623780,2.28740,2.09,0.0988,1108.0,356.24,6455.00,4.125,-0.3600,1.4960,1.0870,13.957
9992325,K02205.01,Kepler-1140 b,CONFIRMED,24.086321770,2.23600,2.78,0.1478,500.0,14.78,4973.00,4.537,-0.0800,0.7680,0.7410,15.464
11073656,K02206.01,,CANDIDATE,1.834277283,1.74990,1.64,0.0290,1459.0,1068.36,5751.00,4.458,-0.0200,0.9580,0.9620,15.198
10206675,K02283.01,,FALSE POSITIVE,17.402089650,3.74500,16.37,0.1129,422.0,7.49,4098.00,4.662,0.0800,0.6150,0.6340,15.245
9945370,K02285.01,Kepler-1175 b,CONFIRMED,37.945613800,4.09300,2.79,0.2181,515.0,16.61,5861.00,4.546,-0.2000,0.8650,0.9570,15.939
3832716,K00027.01,,FALSE POSITIVE,1.141877248,4.33931,88.62,0.0212,2184.0,5358.79,6158.00,4.152,-0.3800,1.3680,0.9690,13.418
8453211,K00236.01,,FALSE POSITIVE,5.776759280,6.78900,32.77,0.0575,954.0,195.79,5544.00,4.435,-0.4000,0.8750,0.7610,14.572
8973129,K02286.01,Kepler-1176 b,CONFIRMED,24.173824400,3.05600,2.21,0.1589,595.0,29.69,5468.00,4.427,0.1400,0.9680,0.9130,15.056
12505654,K02353.01,Kepler-1829 b,CONFIRMED,5.186737262,0.80230,2.40,0.0559,860.0,129.37,5230.00,4.594,0.0000,0.7770,0.8730,14.988
7215678,K02354.01,,CANDIDATE,1.151244686,1.27200,40.32,0.0215,1756.0,2253.09,6086.00,4.511,-0.2600,0.9210,1.0030,14.519
11670125,K02355.01,Kepler-1206 b,CONFIRMED,1.217000383,1.32850,1.58,0.0201,1314.0,707.61,4859.00,4.545,-0.0200,0.7570,0.7340,15.975
11461844,K02356.01,Kepler-1207 b,CONFIRMED,13.682379800,4.15300,1.43,0.1156,802.0,97.74,6102.00,4.457,0.0000,1.0260,1.0990,14.500
7449554,K02357.01,,CANDIDATE,2.420882770,2.81200,2.27,0.0355,1616.0,1615.12,5583.00,4.077,0.1600,1.5300,1.0170,15.610
9351920,K02129.01,Kepler-1111 b,CONFIRMED,8.796184330,3.37810,1.77,0.0872,938.0,183.26,6142.00,4.456,0.0700,1.0460,1.1430,15.159
2161536,K02130.01,Kepler-1798 b,CONFIRMED,16.855925930,2.30900,1.70,0.1082,408.0,6.52,3967.00,4.674,0.0600,0.5870,0.5930,15.661
10549023,K02131.01,Kepler-1112 b,CONFIRMED,14.362704510,4.56400,2.31,0.1239,918.0,167.88,6643.00,4.357,-0.1000,1.2160,1.2350,14.612
9661979,K02132.01,Kepler-1681 b,CONFIRMED,69.895678900,5.27600,3.04,0.3200,442.0,8.99,5390.00,4.303,0.2000,1.1040,0.8930,14.552
8219268,K02133.01,Kepler-91 b,CONFIRMED,6.246675470,11.26100,14.93,0.0709,1902.0,3095.83,4604.00,2.936,0.3000,6.2210,1.2180,12.495
10531955,K02208.01,Kepler-1141 b,CONFIRMED,2.344512589,1.41160,0.97,0.0345,1471.0,1106.25,5821.00,4.328,0.0400,1.1320,0.9950,12.589
4833421,K00232.02,Kepler-122 b,CONFIRMED,5.766165573,3.83140,2.27,0.0629,1159.0,426.48,6038.00,4.284,-0.1600,1.1910,0.9950,14.247
8168187,K02209.01,Kepler-1142 b,CONFIRMED,18.302723500,8.26200,2.72,0.1343,902.0,156.71,5528.00,3.892,-0.3000,1.8390,0.9620,14.310
4142847,K02210.01,Kepler-1143 b,CONFIRMED,2.888904439,1.60430,1.68,0.0371,976.0,215.06,4895.00,4.589,0.1600,0.7590,0.8170,15.195
10203349,K02212.01,Kepler-1144 b,CONFIRMED,17.146487560,4.23540,3.64,0.1291,811.0,102.24,5559.00,4.127,0.1400,1.4120,0.9740,14.941
9718066,K02287.01,Kepler-378 b,CONFIRMED,16.092275180,2.10720,0.98,0.1117,503.0,15.15,4657.00,4.641,0.0200,0.6700,0.7480,12.485
3440978,K02288.01,,CANDIDATE,38.103908000,3.83700,4.08,0.1989,456.0,10.22,5250.00,4.522,-0.3600,0.7710,0.7210,15.469
3867615,K02289.01,Kepler-379 c,CONFIRMED,62.784398100,4.81000,2.28,0.3194,530.0,18.70,6053.00,4.279,0.0600,1.2600,1.0980,13.358
12121570,K02290.01,Kepler-1816 b,CONFIRMED,91.500873000,4.84200,1.82,0.3648,310.0,2.18,5051.00,4.628,-0.2400,0.7060,0.7860,14.447
8410415,K02291.01,Kepler-1817 b,CONFIRMED,44.299348300,4.29800,2.68,0.2348,463.0,10.85,5316.00,4.459,0.1600,0.9150,0.8780,15.115
7987866,K02363.01,Kepler-1832 b,CONFIRMED,3.138776460,1.66630,0.97,0.0370,1022.0,257.32,5242.00,4.556,-0.5400,0.7220,0.6840,14.364
9532710,K02364.01,,CANDIDATE,5.242420290,6.41300,3.86,0.0552,1367.0,825.00,5383.00,3.824,-0.6400,1.8290,0.8130,15.830
11560897,K02365.01,Kepler-430 b,CONFIRMED,35.968269200,2.83900,2.95,0.2269,674.0,48.68,5883.00,4.149,0.2000,1.5290,1.2050,13.848
11342416,K02366.01,Kepler-1209 b,CONFIRMED,25.369086800,4.74600,1.67,0.1800,755.0,76.90,6126.00,4.224,0.1400,1.4060,1.2120,12.476
9086251,K02367.01,Kepler-1833 b,CONFIRMED,6.892132440,1.72500,1.35,0.0771,1177.0,454.45,6164.00,4.227,0.3800,1.4460,1.2860,12.618
4254466,K02134.01,Kepler-1113 b,CONFIRMED,42.300628200,4.37200,2.54,0.2415,558.0,22.94,5852.00,4.353,0.1400,1.1290,1.0480,14.766
5801571,K00225.01,,FALSE POSITIVE,0.838597429,1.68668,44.67,0.0188,2278.0,6353.25,6366.00,4.352,0.1600,1.2360,1.2570,14.784
9904006,K02135.01,Kepler-361 c,CONFIRMED,55.186621300,9.13300,2.47,0.2919,568.0,24.56,6178.00,4.269,-0.0400,1.2670,1.0850,13.573
5288570,K02136.01,,FALSE POSITIVE,1.728528176,3.68200,5.07,0.0326,2720.0,12977.86,6153.00,3.597,-0.1200,3.2790,1.5500,12.990
9364609,K02137.01,Kepler-1114 b,CONFIRMED,14.974362380,2.44610,1.28,0.1102,631.0,37.53,5311.00,4.532,-0.1800,0.8000,0.7960,13.747
7457296,K02213.01,Kepler-1145 b,CONFIRMED,3.970766030,1.81400,1.60,0.0443,958.0,198.43,5178.00,4.521,-0.2600,0.7780,0.7320,15.443
10328458,K02214.01,Kepler-1146 b,CONFIRMED,2.352273912,1.73890,1.29,0.0325,1019.0,255.03,4816.00,4.608,0.2400,0.7480,0.8360,15.848
7050060,K02215.01,,FALSE POSITIVE,22.042595300,61.20180,28.78,0.1515,760.0,78.85,5974.00,4.216,-0.2400,1.2600,0.9530,12.999
4248120,K02216.01,Kepler-1808 b,CONFIRMED,23.340362510,2.05400,2.21,0.1467,601.0,30.94,5530.00,4.425,-0.3400,0.8920,0.7730,15.230
9580992,K02217.01,,CANDIDATE,37.803412100,4.64100,2.95,0.2140,460.0,10.57,5329.00,4.572,0.1000,0.8190,0.9120,15.191
8321314,K02293.01,Kepler-1683 b,CONFIRMED,15.033664110,3.27200,1.70,0.1182,669.0,47.32,5523.00,4.526,0.1600,0.8910,0.9720,14.837
6934986,K02294.01,,CANDIDATE,131.485184000,5.29400,3.03,0.5010,400.0,6.08,5765.00,4.236,0.0000,1.2420,0.9680,14.895
4049901,K02295.01,,CANDIDATE,16.290852700,3.17600,0.52,0.1178,622.0,35.48,5425.00,4.549,-0.2200,0.7970,0.8220,11.671
11498128,K02296.01,Kepler-1177 b,CONFIRMED,106.247882000,13.78000,2.01,0.4301,377.0,4.75,5679.00,4.435,0.0000,0.9720,0.9380,14.552
8041216,K00237.01,Kepler-500 b,CONFIRMED,8.508333104,3.45590,2.60,0.0806,909.0,161.66,5767.00,4.396,0.0000,1.0300,0.9630,14.176
11824786,K02371.01,Kepler-1212 b,CONFIRMED,12.941235640,4.63600,1.70,0.1082,795.0,94.29,6119.00,4.497,-0.2600,0.9380,1.0100,15.012
12254909,K02372.01,Kepler-1213 b,CONFIRMED,5.349791000,4.27900,1.29,0.0635,1156.0,422.79,6074.00,4.368,0.3000,1.1830,1.1970,13.386
10798331,K02373.01,,CANDIDATE,147.281212000,7.37500,2.28,0.5348,353.0,3.69,5708.00,4.365,0.0000,1.0540,0.9390,14.685
9364290,K02374.01,Kepler-382 b,CONFIRMED,5.262118330,3.24400,1.95,0.0585,1166.0,436.61,5587.00,4.188,0.1400,1.3090,0.9630,14.623
9364290,K02374.02,Kepler-382 c,CONFIRMED,12.162819500,2.31610,3.14,0.1023,882.0,142.77,5587.00,4.188,0.1400,1.3090,0.9630,14.623
5022828,K02138.01,Kepler-1115 b,CONFIRMED,23.554101200,7.30000,2.33,0.2134,1381.0,859.63,9565.00,4.088,0.0700,2.2860,2.3350,11.980
8233702,K02140.01,Kepler-1116 b,CONFIRMED,41.697758200,5.51300,2.26,0.2330,488.0,13.45,5730.00,4.545,-0.0600,0.8700,0.9680,15.265
11403339,K02143.01,Kepler-1117 b,CONFIRMED,4.790294820,2.72190,1.01,0.0546,938.0,183.02,5412.00,4.562,0.1400,0.8430,0.9450,14.102
8260902,K02144.01,Kepler-1118 b,CONFIRMED,38.671584300,5.53200,2.45,0.2079,502.0,15.03,5432.00,4.420,-0.1600,0.9130,0.8010,14.940
8381204,K02145.01,Kepler-1119 b,CONFIRMED,8.326518540,5.48300,1.80,0.0812,938.0,182.69,6057.00,4.450,-0.1000,1.0000,1.0240,15.060
12058204,K02218.01,Kepler-373 b,CONFIRMED,5.535331520,2.79300,1.75,0.0601,1054.0,292.33,5588.00,4.331,0.1400,1.1000,0.9460,14.514
12058204,K02218.02,Kepler-373 c,CONFIRMED,16.726196900,2.70800,1.56,0.1257,729.0,66.83,5588.00,4.331,0.1400,1.1000,0.9460,14.514
4833421,K00232.03,Kepler-122 d,CONFIRMED,21.587527880,4.49680,2.18,0.1516,747.0,73.42,6038.00,4.284,-0.1600,1.1910,0.9950,14.247
5357545,K02219.01,Kepler-1809 b,CONFIRMED,3.757294695,0.92690,1.23,0.0435,877.0,139.89,4901.00,4.618,0.0400,0.7160,0.8070,14.099
6871071,K02220.01,Kepler-374 c,CONFIRMED,3.282802400,3.25320,1.79,0.0436,1467.0,1093.39,5640.00,4.087,0.1400,1.5150,1.0240,14.686
5342473,K02297.01,Kepler-1818 b,CONFIRMED,4.644951720,3.36600,1.38,0.0550,1209.0,504.23,6047.00,4.343,-0.0800,1.1290,1.0210,14.338
9334893,K02298.01,,CANDIDATE,16.667141500,3.52600,0.70,0.1037,469.0,11.47,4729.00,4.726,-1.4200,0.5250,0.5340,13.831
9963265,K02299.01,Kepler-1819 b,CONFIRMED,16.486867120,1.43100,27.45,0.1337,760.0,78.99,6090.00,4.447,0.2100,1.0710,1.1730,15.315
10583761,K02300.01,Kepler-1179 b,CONFIRMED,2.685054445,1.04730,1.46,0.0346,1137.0,395.08,5266.00,4.484,-0.1800,0.8290,0.7650,14.077
7542813,K02302.01,Kepler-1180 b,CONFIRMED,16.860080500,5.55700,1.71,0.1246,765.0,80.90,6205.00,4.419,-0.5800,0.9730,0.9060,14.989
12058147,K02072.01,Kepler-1082 b,CONFIRMED,1.543205410,2.57790,1.23,0.0257,1827.0,2636.85,5866.00,4.200,-0.1600,1.2820,0.9500,13.380
8164257,K02073.01,Kepler-357 d,CONFIRMED,49.500472500,5.77200,2.49,0.2441,402.0,6.20,4954.00,4.500,0.1800,0.8280,0.7910,15.565
8164257,K02073.02,Kepler-357 b,CONFIRMED,6.475391080,2.70480,1.92,0.0629,793.0,93.41,4954.00,4.500,0.1800,0.8280,0.7910,15.565
8164257,K02073.03,Kepler-357 c,CONFIRMED,16.858256090,2.07280,2.51,0.1191,576.0,26.05,4954.00,4.500,0.1800,0.8280,0.7910,15.565
10593759,K00025.01,,FALSE POSITIVE,3.132604547,3.63370,48.73,0.0430,1444.0,1028.81,6248.00,4.328,-0.0600,1.1810,1.0780,13.499
6774537,K02146.01,Kepler-1120 b,CONFIRMED,2.949029106,2.03110,1.48,0.0369,1027.0,263.92,4983.00,4.512,0.0600,0.8070,0.7710,15.333
10404582,K02147.01,Kepler-362 c,CONFIRMED,37.865896400,4.78200,2.01,0.2221,543.0,20.61,5757.00,4.431,0.1400,1.0170,1.0160,14.500
5959753,K00226.01,Kepler-496 b,CONFIRMED,8.308653070,3.27470,2.42,0.0747,747.0,73.53,5022.00,4.485,0.1800,0.8490,0.8040,14.817
6021193,K02148.01,Kepler-363 d,CONFIRMED,11.932053990,6.20500,1.83,0.1079,905.0,158.22,5711.00,4.221,0.4800,1.3910,1.1730,13.353
6021193,K02148.02,Kepler-363 c,CONFIRMED,7.542358320,4.73000,1.59,0.0794,1054.0,292.19,5711.00,4.221,0.4800,1.3910,1.1730,13.353
6871071,K02220.02,Kepler-374 d,CONFIRMED,5.028182530,3.52600,2.03,0.0579,1272.0,620.00,5640.00,4.087,0.1400,1.5150,1.0240,14.686
6871071,K02220.03,Kepler-374 b,CONFIRMED,1.897828815,2.71140,1.73,0.0302,1761.0,2278.95,5640.00,4.087,0.1400,1.5150,1.0240,14.686
6287313,K02221.01,Kepler-1147 b,CONFIRMED,10.627886950,4.57600,1.87,0.0961,872.0,136.34,6082.00,4.445,-0.0800,1.0140,1.0410,15.401
9289704,K02222.01,,CANDIDATE,34.135676000,9.12000,13.98,0.2837,1526.0,1281.86,7818.00,3.365,0.0700,5.5550,2.6070,12.963
9278725,K02223.01,Kepler-1148 b,CONFIRMED,1.104462494,1.04580,1.60,0.0188,1397.0,898.79,5002.00,4.543,-0.1800,0.7530,0.7230,15.277
4458082,K02303.01,Kepler-1181 b,CONFIRMED,4.893364950,3.48500,1.60,0.0621,1374.0,842.45,6688.00,4.304,0.0700,1.3470,1.3360,13.827
8042453,K02304.01,Kepler-1182 b,CONFIRMED,11.173920770,3.30700,1.64,0.0981,796.0,94.84,5911.00,4.519,-0.1000,0.9140,1.0060,15.356
10874215,K02305.01,Kepler-1820 b,CONFIRMED,31.032599100,3.47600,2.64,0.1964,561.0,23.41,5841.00,4.520,0.0700,0.9310,1.0470,15.728
6666233,K02306.01,,FALSE POSITIVE,0.512407185,1.05790,1.03,0.0104,1255.0,583.45,3862.00,4.690,0.0800,0.5630,0.5660,14.780
7661065,K02307.01,,FALSE POSITIVE,4.150297119,1.20580,3.03,0.0486,981.0,218.44,5290.00,4.519,0.1400,0.8580,0.8870,14.854
3937519,K00221.02,Kepler-495 c,CONFIRMED,5.896619660,3.15400,1.28,0.0614,1000.0,237.10,5392.00,4.314,0.1800,1.0870,0.8880,14.622
8866137,K02074.01,Kepler-1083 b,CONFIRMED,33.417817300,4.64500,3.13,0.1899,448.0,9.56,5136.00,4.607,-0.1200,0.7440,0.8270,15.824
10857519,K02075.01,Kepler-1084 b,CONFIRMED,2.053341891,2.59600,1.44,0.0324,1737.0,2154.14,6084.00,4.204,-0.0600,1.3580,1.0760,12.217
9517393,K02076.01,Kepler-1085 c,CONFIRMED,56.776983100,6.86400,3.21,0.3002,491.0,13.74,6063.00,4.476,0.0700,1.0120,1.1170,15.273
9351316,K02078.01,Kepler-1086 b,CONFIRMED,18.784292320,3.11360,2.14,0.1198,433.0,8.30,4243.00,4.637,0.0200,0.6410,0.6510,15.561
6021193,K02148.03,Kepler-363 b,CONFIRMED,3.614602790,3.22700,1.14,0.0487,1347.0,776.70,5711.00,4.221,0.4800,1.3910,1.1730,13.353
10617017,K02149.01,Kepler-1121 b,CONFIRMED,13.151402230,5.43900,1.87,0.1187,1008.0,243.84,6154.00,4.120,0.1400,1.6360,1.2870,12.071
3229150,K02150.01,Kepler-1979 b,CONFIRMED,18.508452600,6.59600,29.33,0.1383,683.0,51.32,5942.00,4.506,-0.0600,0.9380,1.0280,15.253
7989422,K02151.01,,FALSE POSITIVE,7.477638330,2.56930,2.05,0.0744,1346.0,776.56,5957.00,3.849,-0.6200,1.9530,0.9830,11.539
9641481,K02152.01,Kepler-1122 b,CONFIRMED,42.191833100,7.08300,2.35,0.2315,526.0,18.08,5520.00,4.339,0.1600,1.0800,0.9280,15.060
8892157,K02224.01,Kepler-1149 b,CONFIRMED,3.730900260,2.90950,1.48,0.0473,1128.0,383.51,5709.00,4.489,0.1400,0.9500,1.0140,14.966
8892157,K02224.02,,CANDIDATE,86.130534000,3.32100,1.47,0.3781,391.0,5.55,5830.00,4.540,-0.1400,0.8760,0.9700,14.966
11569782,K02225.01,Kepler-1150 b,CONFIRMED,2.787874175,2.03480,2.33,0.0382,1432.0,993.06,4827.00,3.942,0.5600,1.7270,0.9520,14.435
4833421,K00232.04,Kepler-122 e,CONFIRMED,37.996236900,6.77510,2.39,0.2210,618.0,34.55,6038.00,4.284,-0.1600,1.1910,0.9950,14.247
11520459,K02226.01,,CANDIDATE,8.463543840,1.40780,2.51,0.0784,805.0,99.37,5427.00,4.495,0.0700,0.8870,0.8960,15.338
7219825,K00238.01,Kepler-123 b,CONFIRMED,17.232328940,4.55680,2.79,0.1312,817.0,105.47,6086.00,4.274,-0.1600,1.2160,1.0130,14.061
3749978,K02308.01,Kepler-1183 b,CONFIRMED,28.505721700,6.32400,2.55,0.1793,555.0,22.43,5712.00,4.534,-0.1000,0.8700,0.9440,15.778
10010440,K02309.01,Kepler-1184 b,CONFIRMED,53.599145900,6.81100,2.49,0.2863,529.0,18.54,6319.00,4.447,-0.2200,1.0320,1.0840,14.953
11718144,K02310.01,Kepler-1821 b,CONFIRMED,16.458186100,1.96370,1.82,0.1244,644.0,40.61,5475.00,4.521,0.1400,0.8840,0.9460,14.640
4247991,K02311.01,,CANDIDATE,191.864192960,4.90000,,,,,,,,,,12.570
4247991,K02311.02,,CANDIDATE,13.725496890,7.62000,,,,,,,,,,12.570
10026544,K02312.01,,CANDIDATE,176.331289000,13.89000,2.38,0.6481,505.0,15.40,6146.00,3.800,-0.4200,2.2510,1.1660,12.982
